spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
575,The Killing,1956,Stanley Kubrick,Standalone,the-killing-1956,247,85,"Crime, Thriller",United States of America,en,2.1367,7.647,1685
574,Life During Wartime,2009,Todd Solondz,Standalone,life-during-wartime-2009,39800,97,"Comedy, Drama",United States of America,en,1.311,5.901,146
573,The Music Room,1958,Satyajit Ray,Standalone,the-music-room-1958,822,100,"Drama, Music",India,bn,1.5397,7.5,159
572,"Léon Morin, Priest",1961,Jean-Pierre Melville,Standalone,léon-morin-priest-1961,63892,118,"Drama, Romance","France, Italy",fr,1.1133,7.066,160
571,Black Moon,1975,Louis Malle,Standalone,black-moon-1975,27361,101,"Fantasy, Horror, Science Fiction","Germany, France",en,1.1579,5.95,159
570,Zazie dans le Métro,1960,Louis Malle,Standalone,zazie-dans-le-métro-1960,2546,93,"Comedy, Fantasy",France,fr,1.2063,6.6,182
569,People on Sunday,1930,Robert Siodmak & Edgar G. Ulmer,Standalone,people-on-sunday-1930,347,74,Drama,Germany,de,0.7732,7.205,112
568,Kiss Me Deadly,1955,Robert Aldrich,Standalone,kiss-me-deadly-1955,18030,106,"Mystery, Thriller, Crime",United States of America,en,1.4944,7.213,403
567,The Makioka Sisters,1983,Kon Ichikawa,Standalone,the-makioka-sisters-1983,42116,140,"Drama, Romance",Japan,ja,1.6773,7.4,48
566,Insignificance,1985,Nicolas Roeg,Standalone,insignificance-1985,42035,110,"Drama, Comedy",United Kingdom,en,1.1833,6.3,67
565,The Great Dictator,1940,Charlie Chaplin,Standalone,the-great-dictator-1940,914,125,"Comedy, War",United States of America,en,4.365,8.281,3653
564,Pale Flower,1964,Masahiro Shinoda,Standalone,pale-flower-1964,61475,96,"Crime, Romance",Japan,ja,1.422,7.336,113
563,Something Wild,1986,Jonathan Demme,Standalone,something-wild-1986,11300,114,"Crime, Comedy, Romance",United States of America,en,1.9647,6.597,385
562,Blow Out,1981,Brian De Palma,Standalone,blow-out-1981,11644,108,"Crime, Mystery, Thriller, Drama",United States of America,en,3.4164,7.365,1641
561,Kes,1969,Ken Loach,Standalone,kes-1969,13384,111,Drama,United Kingdom,en,1.9241,7.433,434
560,White Material,2009,Claire Denis,Standalone,white-material-2009,46207,106,Drama,France,fr,2.0721,6.7,175
559,The Mikado,1939,Victor Schertzinger,Standalone,the-mikado-1939,68201,91,"Romance, Comedy, Music",United Kingdom,en,0.4983,6.6,30
558,Topsy-Turvy,1999,Mike Leigh,Standalone,topsyturvy-1999,46435,160,"Drama, Music, Comedy, History","United Kingdom, United States of America",en,2.0555,6.6,164
557,The Times of Harvey Milk,1984,Robert Epstein,Standalone,the-times-of-harvey-milk-1984,33138,90,Documentary,United States of America,en,1.0358,7.239,117
556,Senso,1954,Luchino Visconti,Standalone,senso-1954,43195,123,"Romance, Drama, War",Italy,it,0.9974,7.212,248
555,Sweet Smell of Success,1957,Alexander Mackendrick,Standalone,sweet-smell-of-success-1957,976,97,Drama,United States of America,en,1.7695,7.595,570
554,Still Walking,2008,Hirokazu Koreeda,Standalone,still-walking-2008,25050,114,"Drama, Family",Japan,ja,1.9781,7.773,433
553,Fish Tank,2009,Andrea Arnold,Standalone,fish-tank-2009,24469,123,Drama,"Netherlands, United Kingdom",en,2.8911,6.9,925
552,Broadcast News,1987,James L. Brooks,Standalone,broadcast-news-1987,12626,133,"Comedy, Romance",United States of America,en,1.6541,6.8,457
551,Cronos,1992,Guillermo del Toro,Standalone,cronos-1992,11655,94,"Drama, Horror, Thriller",Mexico,es,2.6901,6.7,745
550,The King of Marvin Gardens,1972,Bob Rafelson,America Lost and Found: The BBS Story,the-king-of-marvin-gardens-1972,50627,103,Drama,United States of America,en,0.8771,5.9,94
549,The Last Picture Show,1971,Peter Bogdanovich,America Lost and Found: The BBS Story,the-last-picture-show-1971,25188,119,"Drama, Romance",United States of America,en,2.3656,7.619,758
548,A Safe Place,1971,Henry Jaglom,America Lost and Found: The BBS Story,a-safe-place-1971,53898,94,Drama,United States of America,en,0.5908,5.2,23
547,"Drive, He Said",1971,Jack Nicholson,America Lost and Found: The BBS Story,drive-he-said-1971,57215,95,"Comedy, Drama",United States of America,en,1.1797,5.7,24
546,Five Easy Pieces,1970,Bob Rafelson,America Lost and Found: The BBS Story,five-easy-pieces-1970,26617,98,Drama,United States of America,en,1.5162,7.079,581
545,Easy Rider,1969,Dennis Hopper,America Lost and Found: The BBS Story,easy-rider-1969,624,95,"Adventure, Drama",United States of America,en,3.3851,7,2128
544,Head,1968,Bob Rafelson,America Lost and Found: The BBS Story,head-1968,18193,86,"Comedy, Music",United States of America,en,3.0154,6.2,102
543,Modern Times,1936,Charlie Chaplin,Standalone,modern-times-1936,3082,87,"Comedy, Drama, Romance",United States of America,en,4.1591,8.279,4029
542,Antichrist,2009,Lars von Trier,Standalone,antichrist-2009,17609,104,"Drama, Horror, Thriller","Denmark, France, Germany, Italy, Poland, Sweden",en,4.9493,6.624,2796
541,The Night of the Hunter,1955,Charles Laughton,Standalone,the-night-of-the-hunter-1955,3112,93,"Crime, Drama, Thriller",United States of America,en,2.1829,7.9,1796
540,The Darjeeling Limited,2007,Wes Anderson,The Wes Anderson Archive,the-darjeeling-limited-2007,4538,92,"Adventure, Drama, Comedy",United States of America,en,3.1668,7.15,3898
539,House,1977,Nobuhiko Obayashi,Standalone,house-1977,25623,88,"Comedy, Fantasy, Horror",Japan,ja,3.4443,7.324,769
538,Paths of Glory,1957,Stanley Kubrick,Standalone,paths-of-glory-1957,975,88,"War, Drama",United States of America,en,3.9617,8.254,3226
537,The Magician,1958,Ingmar Bergman,Standalone,the-magician-1958,29453,102,Drama,Sweden,sv,2.4257,7.4,241
536,The Thin Red Line,1998,Terrence Malick,Standalone,the-thin-red-line-1998,8741,171,"Drama, History, War",United States of America,en,5.3005,7.444,3244
535,"Merry Christmas, Mr. Lawrence",1983,Nagisa Oshima,Standalone,merry-christmas-mr-lawrence-1983,11948,124,"Drama, History, War","Japan, New Zealand, United Kingdom",ja,3.0875,7.3,512
534,Naked Childhood,1968,Maurice Pialat,Standalone,naked-childhood-1968,31345,83,Drama,France,fr,0.9765,7.19,84
533,Crumb,1994,Terry Zwigoff,Standalone,crumb-1994,26564,121,Documentary,United States of America,en,2.7776,7.513,276
532,Louie Bluie,1985,Terry Zwigoff,Standalone,louie-bluie-1985,87065,60,"Documentary, Music",United States of America,en,0.421,7.5,12
531,The Docks of New York,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,the-docks-of-new-york-1928,885,76,"Drama, Romance",United States of America,en,0.976,6.9,115
530,The Last Command,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,the-last-command-1928,52679,88,"Drama, History, War, Romance",United States of America,en,0.9803,7.33,88
529,Underworld,1927,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,underworld-1927,42565,87,"Drama, Crime, Romance",United States of America,en,1.1023,7,85
527,The Secret of the Grain,2007,Abdellatif Kechiche,Standalone,the-secret-of-the-grain-2007,8280,155,Drama,"France, Tunisia",fr,1.1506,7.006,236
526,There Was a Father,1942,Yasujirō Ozu,Two Films by Yasujirō Ozu,there-was-a-father-1942,27372,93,Drama,Japan,ja,3.3946,7,82
525,The Only Son,1936,Yasujirō Ozu,Two Films by Yasujirō Ozu,the-only-son-1936,52047,87,Drama,Japan,ja,1.6658,7.4,110
523,Night Train to Munich,1940,Carol Reed,Standalone,night-train-to-munich-1940,41597,96,"Drama, Thriller, War",United Kingdom,en,0.9826,7.3,86
522,Red Desert,1964,Michelangelo Antonioni,Standalone,red-desert-1964,26638,117,Drama,"France, Italy",it,1.7419,7.3,501
521,Mystery Train,1989,Jim Jarmusch,Standalone,mystery-train-1989,11305,106,Comedy,"Japan, United States of America",en,2.8674,7.347,500
520,Everlasting Moments,2008,Jan Troell,Standalone,everlasting-moments-2008,17077,131,"Drama, History","Denmark, Finland, Germany, Norway, Sweden",sv,1.1035,7.321,78
519,Close-Up,1990,Abbas Kiarostami,Standalone,closeup-1990,30017,98,"Crime, Drama",Iran,fa,1.8281,7.945,442
517,Chinese Series,2003,Stan Brakhage,By Brakhage: An Anthology Volume Two,chinese-series-2003,146693,3,,United States of America,en,0.1072,5.1,30
517,Persian Series #3,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-3-1999,385625,2,,United States of America,en,0.1985,5.5,22
517,Persian Series #2,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-2-1999,385624,2,,United States of America,en,0.148,5.7,22
517,Persian Series #1,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-1-1999,385623,2,,United States of America,en,0.1111,5.2,23
517,"""..."" Reel 5",1998,Stan Brakhage,By Brakhage: An Anthology Volume Two,-reel-5-1998,163360,12,,United States of America,en,3.357,5.5,17
517,Yggdrasill: Whose Roots Are Stars in the Human Mind,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,yggdrasill-whose-roots-are-stars-in-the-human-mind-1997,164609,17,,,en,0.1001,5.9,14
517,The Cat of the Worm's Green Realm,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-cat-of-the-worms-green-realm-1997,164607,14,,United States of America,en,0.0792,4.6,13
517,I Take These Truths,1995,Stan Brakhage,By Brakhage: An Anthology Volume Two,i-take-these-truths-1995,164606,18,,United States of America,en,0.0691,5.2,12
517,From: First Hymn to the Night – Novalis,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,from-first-hymn-to-the-night-novalis-1994,146662,3,,United States of America,en,0.0547,5,24
517,The Mammals of Victoria,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-mammals-of-victoria-1994,164604,34,Documentary,United States of America,en,0.0474,5,15
517,Boulder Blues and Pearls and...,1993,Stan Brakhage,By Brakhage: An Anthology Volume Two,boulder-blues-and-pearls-and-1993,164603,22,,United States of America,en,0.1069,5.5,14
517,Unconscious London Strata,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,unconscious-london-strata-1981,164602,22,,"United Kingdom, United States of America",en,0.1572,5.1,17
517,Visions in Meditation #4: D.H. Lawrence,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-4-dh-lawrence-1990,164601,17,,United States of America,en,0.1012,5.1,15
517,Visions in Meditation #3: Plato's Cave,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-3-platos-cave-1990,164599,16,Documentary,United States of America,en,0.2885,5.7,16
517,Visions in Meditation #2: Mesa Verde,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-2-mesa-verde-1989,164597,16,,United States of America,en,0.0677,5.3,16
517,Visions in Meditation #1,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-1-1989,164596,16,,United States of America,en,0.1578,4.7,17
517,Arabic Numeral Series 12,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,arabic-numeral-series-12-1981,322775,18,,United States of America,en,0.0214,4.8,16
517,Murder Psalm,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,murder-psalm-1980,164593,16,,United States of America,en,0.0527,6.1,18
517,The Domain of the Moment,1977,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-domain-of-the-moment-1977,164592,15,,United States of America,en,0.1477,5.6,15
517,Duplicity III,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,duplicity-iii-1980,164591,22,,United States of America,xx,0.1567,5.2,14
517,Burial Path,1978,Stan Brakhage,By Brakhage: An Anthology Volume Two,burial-path-1978,144992,6,,United States of America,en,0.1782,5,20
517,The Process,1972,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-process-1972,155002,8,,United States of America,en,0.1532,4.6,20
517,Desert,1976,Stan Brakhage,By Brakhage: An Anthology Volume Two,desert-1976,164590,11,,United States of America,en,0.1004,5.1,18
517,Star Garden,1974,Stan Brakhage,By Brakhage: An Anthology Volume Two,star-garden-1974,164585,22,,United States of America,en,0.1138,5.7,18
517,The Machine of Eden,1970,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-machine-of-eden-1970,144943,11,,United States of America,en,0.1613,5.4,19
517,"Scenes from Under Childhood, Section One",1968,Stan Brakhage,By Brakhage: An Anthology Volume Two,scenes-from-under-childhood-section-one-1968,102389,24,,United States of America,en,0.8045,4.6,17
517,23rd Psalm Branch,1967,Stan Brakhage,By Brakhage: An Anthology Volume Two,23rd-psalm-branch-1967,435421,63,,United States of America,en,0.2085,8.2,4
517,Two: Creeley/McClure,1965,Stan Brakhage,By Brakhage: An Anthology Volume Two,two-creeleymcclure-1965,146810,4,,United States of America,en,0.4065,4.9,18
517,The Dead,1960,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-dead-1960,145033,11,,"United States of America, France",en,0.1322,4.7,24
517,The Wonder Ring,1955,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-wonder-ring-1955,147676,6,Documentary,United States of America,en,0.4303,6,36
516,Stagecoach,1939,John Ford,Standalone,stagecoach-1939,995,96,"Western, Adventure",United States of America,en,3.1706,7.617,1214
515,The Fugitive Kind,1960,Sidney Lumet,Standalone,the-fugitive-kind-1960,47837,119,"Romance, Drama",United States of America,en,2.6765,6.8,114
514,Ride with the Devil,1999,Ang Lee,Standalone,ride-with-the-devil-1999,22267,138,"Drama, War, Romance, Western",United States of America,en,1.6463,6.3,203
513,Summer Hours,2008,Olivier Assayas,Standalone,summer-hours-2008,8282,103,Drama,France,fr,1.4064,6.4,177
512,Vivre Sa Vie,1962,Jean-Luc Godard,Standalone,vivre-sa-vie-1962,1626,84,Drama,France,fr,1.3811,7.709,691
511,Colossal Youth,2006,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,colossal-youth-2006,82404,155,Drama,"Portugal, Switzerland, France",pt,0.3521,7.1,50
510,In Vanda's Room,2000,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,in-vandas-room-2000,87063,171,Drama,"Portugal, Germany, Switzerland",pt,0.9158,6.679,53
509,Ossos,1997,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,ossos-1997,55700,97,Drama,"Denmark, France, Portugal",pt,0.562,6.7,45
507,Bigger Than Life,1956,Nicholas Ray,Standalone,bigger-than-life-1956,26036,95,Drama,United States of America,en,1.1575,7.193,179
506,Dillinger Is Dead,1969,Marco Ferreri,Standalone,dillinger-is-dead-1969,56693,95,Drama,Italy,it,0.8464,7.124,141
505,Make Way for Tomorrow,1937,Leo McCarey,Standalone,make-way-for-tomorrow-1937,41059,92,"Drama, Romance",United States of America,en,2.2013,7.5,215
504,Hunger,2008,Steve McQueen,Standalone,hunger-2008,10360,96,"Drama, History","Ireland, United Kingdom",en,2.2993,7.246,1197
503,Lola Montès,1955,Max Ophüls,Standalone,lola-montès-1955,35987,116,"Drama, History, Romance","France, Germany",fr,1.6695,6.836,143
502,Revanche,2008,Götz Spielmann,Standalone,revanche-2008,15451,121,"Crime, Drama, Romance, Thriller",Austria,de,0.934,7.167,245
501,"Paris, Texas",1984,Wim Wenders,Standalone,paris-texas-1984,655,145,Drama,"United Kingdom, Germany, France",en,5.7841,8.1,2173
499,"Germany, Year Zero",1948,Roberto Rossellini,Roberto Rossellini's War Trilogy,germany-year-zero-1948,8016,74,Drama,"France, Germany, Italy",it,1.3408,7.618,420
498,Paisan,1946,Roberto Rossellini,Roberto Rossellini's War Trilogy,paisan-1946,8429,125,"Drama, War",Italy,it,1.9318,7.5,346
497,"Rome, Open City",1945,Roberto Rossellini,Roberto Rossellini's War Trilogy,rome-open-city-1945,307,104,"Drama, War",Italy,it,1.6556,8.012,965
496,Che: Part Two,2008,Steven Soderbergh,Standalone,che-part-two-2008,8880,135,"Drama, History, War","United States of America, Spain, France",en,3.6461,6.646,683
496,Che: Part One,2008,Steven Soderbergh,Standalone,che-part-one-2008,8881,134,"Drama, History, War","United States of America, Spain, France",en,3.8146,6.8,816
495,Days of Wine and Roses,1958,John Frankenheimer,The Golden Age of Television,days-of-wine-and-roses-1958,365499,80,"Drama, TV Movie",United States of America,en,0.6658,7,7
495,The Comedian,1957,Alvin Rakoff,The Golden Age of Television,the-comedian-1957,1091037,74,"Comedy, Drama, TV Movie",United States of America,en,0.9491,9,1
495,Requiem for a Heavyweight,1956,Alvin Rakoff,The Golden Age of Television,requiem-for-a-heavyweight-1956,760499,73,"TV Movie, Drama",United States of America,en,0.9657,8,3
495,Bang the Drum Slowly,1956,Daniel Petrie,The Golden Age of Television,bang-the-drum-slowly-1956,365498,57,"Drama, TV Movie",United States of America,en,0.9687,6.3,9
495,A Wind from the South,1955,Daniel Petrie,The Golden Age of Television,a-wind-from-the-south-1955,406480,50,"Drama, TV Movie",United States of America,en,1.3892,5.7,9
495,No Time for Sergeants,1955,Mervyn LeRoy,The Golden Age of Television,no-time-for-sergeants-1955,406484,50,"Comedy, TV Movie",United States of America,en,0.4662,6.5,2
495,Patterns,1955,Fielder Cook,The Golden Age of Television,patterns-1955,979959,53,"Drama, TV Movie",,en,1.4902,7,1
495,Marty,1953,Delbert Mann,The Golden Age of Television,marty-1953,409952,51,"Drama, TV Movie, Romance",United States of America,en,0.6826,8,2
494,Downhill Racer,1969,Michael Ritchie,Standalone,downhill-racer-1969,33166,101,Drama,United States of America,en,1.3376,5.9,103
493,Gomorrah,2008,Matteo Garrone,Standalone,gomorrah-2008,8882,137,"Drama, Crime",Italy,it,1.4615,6.88,1283
492,A Christmas Tale,2008,Arnaud Desplechin,Standalone,a-christmas-tale-2008,8892,152,"Comedy, Drama",France,fr,1.4229,6.772,171
491,Z,1969,Costa Gavras,Standalone,z-1969,2721,122,"Thriller, Crime, Drama","Algeria, France",fr,2.0032,7.8,613
490,Wings of Desire,1987,Wim Wenders,Standalone,wings-of-desire-1987,144,128,"Drama, Fantasy, Romance","Germany, France",de,2.1996000000000002,7.76,1475
489,Monsoon Wedding,2001,Mira Nair,Standalone,monsoon-wedding-2001,480,114,"Comedy, Drama, Romance","France, Germany, Italy, United States of America, India",hi,1.5282,6.8,216
488,Howards End,1992,James Ivory,Standalone,howards-end-1992,8293,142,"Drama, Romance","United Kingdom, Japan",en,2.1061,7,590
487,That Hamilton Woman,1941,Alexander Korda,Standalone,that-hamilton-woman-1941,43798,125,"Drama, History, Romance",United States of America,en,1.3488,7.105,86
486,Homicide,1991,David Mamet,Standalone,homicide-1991,22828,102,"Drama, Crime, Mystery, Thriller",United States of America,en,1.3557,6.272,149
485,The Last Days of Disco,1998,Whit Stillman,Standalone,the-last-days-of-disco-1998,16980,113,"Comedy, Drama, Romance",United States of America,en,1.6457,6.3,210
484,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,Standalone,jeanne-dielman-23-quai-du-commerce-1080-bruxelles-1975,44012,202,Drama,"Belgium, France",fr,1.1625,7.4,377
483,Repulsion,1965,Roman Polanski,Standalone,repulsion-1965,11481,105,"Drama, Thriller, Horror",United Kingdom,en,3.1445,7.378,1086
482,2 or 3 Things I Know About Her,1967,Jean-Luc Godard,Standalone,2-or-3-things-i-know-about-her-1967,8074,87,"Comedy, Drama",France,fr,0.823,6.216,213
481,Made in U.S.A,1966,Jean-Luc Godard,Standalone,made-in-usa-1966,29369,85,"Crime, Mystery, Comedy",France,fr,0.6378,6.1,103
480,The Human Condition III: A Soldier's Prayer,1961,Masaki Kobayashi,Standalone,the-human-condition-iii-a-soldiers-prayer-1961,34530,190,"War, Drama, History",Japan,ja,1.988,8.4,205
480,The Human Condition II: Road to Eternity,1959,Masaki Kobayashi,Standalone,the-human-condition-ii-road-to-eternity-1959,34528,178,"War, Drama, History",Japan,ja,2.4119,8.2,214
480,The Human Condition I: No Greater Love,1959,Masaki Kobayashi,Standalone,the-human-condition-i-no-greater-love-1959,31217,204,"War, Drama, History",Japan,ja,2.6154,8.1,275
