spine,title,year,director,boxset,movie_id,tmdb_id,runtime_min,genre,country,language,popularity,vote_average,vote_count
703,The Freshman,1925,Fred Newmeyer & Sam Taylor,Standalone,the-freshman-1925,42359,76,"Comedy, Romance",United States of America,en,0.869,7,126
702,The Great Beauty,2013,Paolo Sorrentino,Standalone,the-great-beauty-2013,179144,142,Drama,"France, Italy",it,1.7659,7.51,3292
701,Persona,1966,Ingmar Bergman,Standalone,persona-1966,797,84,Drama,Sweden,sv,2.7389,8.139,2377
700,Fantastic Mr. Fox,2009,Wes Anderson,The Wes Anderson Archive,fantastic-mr-fox-2009,10315,87,"Adventure, Animation, Comedy, Family",United States of America,en,6.7526,7.817,5997
699,A Brief History of Time,1991,Errol Morris,Standalone,a-brief-history-of-time-1991,1358,80,Documentary,"Japan, United Kingdom, United States of America",en,1.0025,7.218,124
698,King of the Hill,1993,Steven Soderbergh,Standalone,king-of-the-hill-1993,34024,103,"Drama, History",United States of America,en,1.1809,6.8,168
697,Tess,1979,Roman Polanski,Standalone,tess-1979,11121,172,"Drama, Romance","France, United Kingdom",en,2.4084,7.1,374
696,Foreign Correspondent,1940,Alfred Hitchcock,Standalone,foreign-correspondent-1940,25670,120,"Thriller, Mystery, Action",United States of America,en,1.2234,6.971,436
695,Blue Is the Warmest Color,2013,Abdellatif Kechiche,Standalone,blue-is-the-warmest-color-2013,152584,180,"Romance, Drama","Belgium, France, Spain",fr,3.7619,7.1,4830
694,The Long Day Closes,1992,Terence Davies,Standalone,the-long-day-closes-1992,49956,85,Drama,United Kingdom,en,0.9556,7.204,120
693,La Vie de Bohème,1992,Aki Kaurismäki,Standalone,la-vie-de-bohème-1992,28212,103,"Comedy, Drama, Romance","France, Finland, Germany, Sweden",fr,0.8438,7.5,145
692,"It's a Mad, Mad, Mad, Mad World",1963,Stanley Kramer,Standalone,its-a-mad-mad-mad-mad-world-1963,11576,192,"Action, Adventure, Comedy, Crime",United States of America,en,3.0602,6.976,671
691,Thief,1981,Michael Mann,Standalone,thief-1981,11524,123,"Crime, Thriller, Drama",United States of America,en,3.1817,7.2,813
690,The Housemaid,1960,Kim Ki-young,Martin Scorsese's World Cinema Project No. 1,the-housemaid-1960,42506,112,"Crime, Drama",South Korea,ko,1.8461,7.105,191
689,Trances,1981,Ahmed El Maânouni,Martin Scorsese's World Cinema Project No. 1,trances-1981,215407,90,"Documentary, Music","France, Morocco",ar,0.6604,6.8,19
688,Dry Summer,1963,Metin Erksan,Martin Scorsese's World Cinema Project No. 1,dry-summer-1963,58897,90,"Drama, Crime, Western",Turkey,tr,1.0856,7.5,91
687,A River Called Titas,1973,Ritwik Ghatak,Martin Scorsese's World Cinema Project No. 1,a-river-called-titas-1973,93164,159,"Drama, Family","Bangladesh, India",bn,0.4602,6.7,31
686,Redes,1936,Emilio Gómez Muriel & Fred Zinnemann,Martin Scorsese's World Cinema Project No. 1,redes-1936,195522,61,Drama,Mexico,es,1.8888,6.3,23
685,Touki Bouki,1973,Djibril Diop Mambéty,Martin Scorsese's World Cinema Project No. 1,touki-bouki-1973,77771,91,"Drama, Romance",Senegal,wo,1.9042,6.665,112
683,Nashville,1975,Robert Altman,Standalone,nashville-1975,3121,160,"Drama, Comedy, Music",United States of America,en,4.585,7.238,455
682,Investigation of a Citizen Above Suspicion,1970,Elio Petri,Standalone,investigation-of-a-citizen-above-suspicion-1970,26451,111,"Drama, Thriller",Italy,it,1.4954,8.169,857
681,Frances Ha,2012,Noah Baumbach,Standalone,frances-ha-2012,121986,86,"Comedy, Drama","Brazil, United States of America",en,2.9446,7.334,1802
680,City Lights,1931,Charlie Chaplin,Standalone,city-lights-1931,901,87,"Comedy, Drama, Romance",United States of America,en,2.9469,8.3,2417
679,Zatoichi's Conspiracy,1973,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichis-conspiracy-1973,54307,88,"Action, Drama, Adventure",Japan,ja,1.1496,6.9,34
679,Zatoichi in Desperation,1972,Shintaro Katsu,Zatoichi: The Blind Swordsman,zatoichi-in-desperation-1972,54306,92,"Adventure, Action, Drama",Japan,ja,0.9855,6.6,34
679,Zatoichi at Large,1972,Kazuo Mori,Zatoichi: The Blind Swordsman,zatoichi-at-large-1972,54284,88,"Adventure, Action, Drama",Japan,ja,1.2107,6.5,36
679,Zatoichi Meets the One-Armed Swordsman,1971,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-meets-the-onearmed-swordsman-1971,24444,94,"Adventure, Action, Drama","Hong Kong, Japan",ja,1.492,6.8,45
679,Zatoichi Goes to the Fire Festival,1970,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-goes-to-the-fire-festival-1970,54283,96,"Adventure, Action, Drama",Japan,ja,1.923,6.7,44
679,Zatoichi Meets Yojimbo,1970,Kihachi Okamoto,Zatoichi: The Blind Swordsman,zatoichi-meets-yojimbo-1970,42601,115,"Adventure, Action, Drama",Japan,ja,1.4209,6.7,76
679,Samaritan Zatoichi,1968,Kenji Misumi,Zatoichi: The Blind Swordsman,samaritan-zatoichi-1968,54281,84,"Adventure, Action, Drama",Japan,ja,1.448,6.7,41
679,Zatoichi and the Fugitives,1968,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-and-the-fugitives-1968,54280,82,"Adventure, Action, Drama",Japan,ja,1.2668,7,37
679,Zatoichi Challenged,1967,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-challenged-1967,54279,87,"Adventure, Action, Drama",Japan,ja,1.5577,6.8,40
679,Zatoichi the Outlaw,1967,Satsuo Yamamoto,Zatoichi: The Blind Swordsman,zatoichi-the-outlaw-1967,54278,96,"Adventure, Action, Drama",Japan,ja,1.5819,6.6,40
679,Zatoichi's Cane Sword,1967,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichis-cane-sword-1967,54277,93,"Adventure, Action, Drama",Japan,ja,1.1163,7.3,44
679,Zatoichi's Pilgrimage,1966,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichis-pilgrimage-1966,54276,82,"Drama, Action, Adventure",Japan,ja,1.2337,7,47
679,Zatoichi's Vengeance,1966,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,zatoichis-vengeance-1966,21410,83,"Action, Drama, Adventure",Japan,ja,1.1992,6.9,41
679,Zatoichi and the Chess Expert,1965,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-and-the-chess-expert-1965,54275,87,"Adventure, Action, Drama",Japan,ja,1.4985,6.6,41
679,Zatoichi and the Doomed Man,1965,Kazuo Mori,Zatoichi: The Blind Swordsman,zatoichi-and-the-doomed-man-1965,54274,77,"Adventure, Action, Drama",Japan,ja,0.9712,6.8,46
679,Zatoichi's Revenge,1965,Akira Inoue,Zatoichi: The Blind Swordsman,zatoichis-revenge-1965,54273,84,"Adventure, Action, Drama",Japan,ja,1.2401,6.6,49
679,Adventures of Zatoichi,1964,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,adventures-of-zatoichi-1964,54272,86,"Adventure, Action, Drama",Japan,ja,0.998,6.7,50
679,"Fight, Zatoichi, Fight",1964,Kenji Misumi,Zatoichi: The Blind Swordsman,fight-zatoichi-fight-1964,54266,87,"Adventure, Action, Drama",Japan,ja,1.491,6.8,58
679,Zatoichi's Flashing Sword,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichis-flashing-sword-1964,54265,82,"Action, Drama, Adventure",Japan,ja,0.9971,6.8,55
679,Zatoichi and the Chest of Gold,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichi-and-the-chest-of-gold-1964,40897,83,"Action, Drama, Adventure",Japan,ja,1.531,6.9,56
679,Zatoichi on the Road,1963,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-on-the-road-1963,18624,87,"Adventure, Action, Drama, History",Japan,ja,1.2419,6.9,60
679,Zatoichi the Fugitive,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,zatoichi-the-fugitive-1963,18511,86,"Adventure, Action, Drama",Japan,ja,1.3526,6.9,58
679,New Tale of Zatoichi,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,new-tale-of-zatoichi-1963,18510,91,"Action, Drama, Adventure",Japan,ja,1.2839,6.9,74
679,The Tale of Zatoichi Continues,1962,Kazuo Mori,Zatoichi: The Blind Swordsman,the-tale-of-zatoichi-continues-1962,16693,72,"Adventure, Action, Drama",Japan,ja,1.3652,7.005,96
679,The Tale of Zatoichi,1962,Kenji Misumi,Zatoichi: The Blind Swordsman,the-tale-of-zatoichi-1962,16692,96,"Adventure, Action, Drama",Japan,ja,2.1171,7.3,148
678,La Notte,1961,Michelangelo Antonioni,Standalone,la-notte-1961,41050,122,"Drama, Romance","Italy, France",it,1.2895,7.941,729
677,The Uninvited,1944,Lewis Allen,Standalone,the-uninvited-1944,16373,99,"Mystery, Horror, Fantasy, Romance",United States of America,en,1.0897,6.905,226
676,I Married a Witch,1942,René Clair,Standalone,i-married-a-witch-1942,25970,77,"Romance, Fantasy, Comedy",United States of America,en,1.4027,6.839,221
675,Journey to Italy,1954,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,journey-to-italy-1954,2748,85,"Drama, Romance","Italy, France",it,1.2236,7.273,319
674,Europa '51,1952,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,europa-51-1952,41464,118,Drama,Italy,it,0.7639,7.363,153
673,Stromboli,1950,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,stromboli-1950,4173,107,Drama,"Italy, United States of America",it,0.7863,7.1,220
671,La Cage aux Folles,1978,Edouard Molinaro,Standalone,la-cage-aux-folles-1978,4484,92,Comedy,"France, Italy",fr,1.084,6.8,432
670,To Be or Not to Be,1942,Ernst Lubitsch,Standalone,to-be-or-not-to-be-1942,198,99,"Comedy, War, Romance",United States of America,en,1.3543,7.808,820
669,Charulata,1964,Satyajit Ray,Standalone,charulata-1964,35790,117,"Drama, Romance",India,bn,0.7161,7.5,149
668,The Big City,1963,Satyajit Ray,Standalone,the-big-city-1963,60567,136,Drama,India,bn,0.6934,7.8,99
667,Seconds,1966,John Frankenheimer,Standalone,seconds-1966,20620,107,"Science Fiction, Thriller, Horror",United States of America,en,3.0893,7.3,425
666,The Devil's Backbone,2001,Guillermo del Toro,Standalone,the-devils-backbone-2001,1433,108,"Fantasy, Drama, Horror, Thriller","Spain, Mexico",es,1.7803,7.285,1340
665,Babette's Feast,1987,Gabriel Axel,Standalone,babettes-feast-1987,11832,104,"Drama, History, Comedy",Denmark,da,1.9486,7.206,439
664,The Life of Oharu,1952,Kenji Mizoguchi,Standalone,the-life-of-oharu-1952,43364,136,Drama,Japan,ja,1.7559,7.674,192
663,Shoah,1985,Claude Lanzmann,Standalone,shoah-1985,42044,566,"Documentary, History",France,fr,2.6049,8.199,219
662,Safety Last!,1923,Fred Newmeyer & Sam Taylor,Standalone,safety-last-1923,22596,73,"Comedy, Romance",United States of America,en,1.0173,7.731,567
661,Marketa Lazarová,1967,František Vlácil,Standalone,marketa-lazarová-1967,25904,166,"Drama, History",Czechoslovakia,cs,1.7424,7.75,154
660,Things to Come,1936,William Cameron Menzies,Standalone,things-to-come-1936,3596,100,"Drama, Science Fiction",United Kingdom,en,1.3605,6.519,213
659,Life Is Sweet,1990,Mike Leigh,Standalone,life-is-sweet-1990,36843,103,"Comedy, Drama",United Kingdom,en,2.2915,7,171
658,Medium Cool,1969,Haskell Wexler,Standalone,medium-cool-1969,42612,111,Drama,United States of America,en,1.5556,6.62,83
657,3:10 to Yuma,1957,Delmer Daves,Standalone,310-to-yuma-1957,14168,92,"Western, Drama, Thriller",United States of America,en,5.0292,7.3,406
656,Jubal,1956,Delmer Daves,Standalone,jubal-1956,43260,100,"Western, Drama",United States of America,en,2.3165,6.9,87
655,Land of Milk and Honey,1971,Pierre Étaix,Pierre Étaix,land-of-milk-and-honey-1971,148820,80,Documentary,France,fr,0.4117,5.9,9
655,Le Grand Amour,1969,Pierre Étaix,Pierre Étaix,le-grand-amour-1969,138906,87,"Comedy, Romance",France,fr,0.8657,6.537,27
655,As Long as You've Got Your Health,1966,Pierre Étaix,Pierre Étaix,as-long-as-youve-got-your-health-1966,143796,68,Comedy,France,fr,0.4143,6.1,24
655,Yoyo,1965,Pierre Étaix,Pierre Étaix,yoyo-1965,90228,92,Comedy,France,fr,1.2189,7.049,51
655,The Suitor,1962,Pierre Étaix,Pierre Étaix,the-suitor-1962,67556,84,"Comedy, Romance",France,fr,0.9319,6.4,26
654,Repo Man,1984,Alex Cox,Standalone,repo-man-1984,13820,92,"Comedy, Science Fiction",United States of America,en,3.1323,6.666,660
653,Gate of Hell,1953,Teinosuke Kinugasa,Standalone,gate-of-hell-1953,43349,86,"Drama, History, Romance",Japan,ja,1.3075,7.084,95
652,Monsieur Verdoux,1947,Charlie Chaplin,Standalone,monsieur-verdoux-1947,30588,124,"Comedy, Crime, Drama",United States of America,en,1.5006,7.677,465
651,Badlands,1973,Terrence Malick,Standalone,badlands-1973,3133,94,"Crime, Drama, Romance",United States of America,en,3.9381,7.475,1325
650,A Man Escaped,1956,Robert Bresson,Standalone,a-man-escaped-1956,15244,101,"Drama, Thriller",France,fr,1.154,7.936,605
649,Ministry of Fear,1944,Fritz Lang & Edgar Morin,Standalone,ministry-of-fear-1944,21451,86,"Crime, Mystery, Thriller",United States of America,en,0.9614,6.9,195
648,Chronicle of a Summer,1961,Jean Rouch & Edgar Morin,Standalone,chronicle-of-a-summer-1961,84972,91,Documentary,France,fr,0.6326,7.173,113
647,On the Waterfront,1954,Elia Kazan,Standalone,on-the-waterfront-1954,654,108,"Crime, Drama, Romance",United States of America,en,3.895,7.9,1744
646,The Kid with a Bike,2011,Jean-Pierre Dardenne & Luc Dardenne,Standalone,the-kid-with-a-bike-2011,63831,87,Drama,"Belgium, France, Italy",fr,1.7656,7.1,453
645,The Ballad of Narayama,1958,Keisuke Kinoshita,Standalone,the-ballad-of-narayama-1958,116690,98,Drama,Japan,ja,1.2308,7.5,88
644,Pina,2011,Wim Wenders,Standalone,pina-2011,57276,106,Documentary,"Germany, France",de,0.8018,7.341,273
643,The Man Who Knew Too Much,1934,Alfred Hitchcock,Standalone,the-man-who-knew-too-much-1934,8208,76,"Thriller, Mystery",United Kingdom,en,1.5258,6.483,441
642,Naqoyqatsi,2002,Godfrey Reggio,The Qatsi Trilogy,naqoyqatsi-2002,21925,89,Documentary,United States of America,en,1.2533,6.1,153
641,Powaqqatsi,1988,Godfrey Reggio,The Qatsi Trilogy,powaqqatsi-1988,24348,100,Documentary,United States of America,en,1.1806,7.3,178
640,Koyaanisqatsi,1982,Godfrey Reggio,The Qatsi Trilogy,koyaanisqatsi-1982,11314,86,"Documentary, Music",United States of America,en,1.9118,7.879,761
638,Following,1998,Christopher Nolan,Standalone,following-1998,11660,69,"Drama, Thriller","United Kingdom, United States of America",en,3.3243,7.128,1813
637,Purple Noon,1960,René Clément,Standalone,purple-noon-1960,10363,118,"Crime, Drama, Thriller","France, Italy",fr,1.9859,7.6,585
636,Heaven's Gate,1980,Michael Cimino,Standalone,heavens-gate-1980,10935,217,"Drama, Western",United States of America,en,2.6497,6.748,403
635,Weekend,1967,Jean-Luc Godard,Standalone,weekend-1967,651058,19,,Belgium,fr,0.5206,0,0
634,Arabian Nights,1974,Pier Paolo Pasolini,Trilogy of Life,arabian-nights-1974,47406,131,"Adventure, Fantasy","France, Italy",it,1.2444,6.46,225
633,The Canterbury Tales,1972,Pier Paolo Pasolini,Trilogy of Life,the-canterbury-tales-1972,5691,111,"Comedy, History, Drama","France, Italy",it,2.0672,6.1,233
632,The Decameron,1971,Pier Paolo Pasolini,Trilogy of Life,the-decameron-1971,33583,111,"History, Drama, Comedy","France, Germany, Italy",it,2.2768,6.8,355
630,Rosemary's Baby,1968,Roman Polanski,Standalone,rosemarys-baby-1968,805,138,"Drama, Horror, Thriller",United States of America,en,4.392,7.821,4304
629,Sunday Bloody Sunday,1971,John Schlesinger,Standalone,sunday-bloody-sunday-1971,45938,110,Drama,United Kingdom,en,1.6269,6.6,134
628,The Forgiveness of Blood,2011,Joshua Marston,Standalone,the-forgiveness-of-blood-2011,82624,109,Drama,"Albania, Denmark, Italy, United Kingdom, United States of America",en,0.7365,6.589,45
627,The Game,1997,David Fincher,Standalone,the-game-1997,2649,129,"Drama, Thriller, Mystery",United States of America,en,8.3471,7.6,7222
626,The Devil's Envoys,1942,Marcel Carné,Standalone,the-devils-envoys-1942,45000,121,"Romance, Fantasy, Drama",France,fr,1.1177,6.8,73
625,Eating Raoul,1982,Paul Bartel,Standalone,eating-raoul-1982,28940,87,"Comedy, Crime",United States of America,en,1.6328,6.453,148
624,Quadrophenia,1979,Franc Roddam,Standalone,quadrophenia-1979,10373,120,"Drama, Music",United Kingdom,en,1.6926,7,281
623,Lonesome,1928,Paul Fejos,Standalone,lonesome-1928,101482,70,"Romance, Drama",United States of America,en,2.0866,7.467,75
622,Weekend,2011,Andrew Haigh,Standalone,weekend-2011,79120,96,"Drama, Romance",United Kingdom,en,1.3598,7.252,561
621,Rosetta,1999,Jean-Pierre Dardenne & Luc Dardenne,Standalone,rosetta-1999,11489,95,Drama,"Belgium, France",fr,1.3104,7.16,332
620,La Promesse,1996,Jean-Pierre Dardenne & Luc Dardenne,Standalone,la-promesse-1996,24183,94,Drama,"Belgium, Luxembourg, Tunisia",fr,1.6956,7.202,179
619,Le Havre,2011,Aki Kaurismäki,Standalone,le-havre-2011,73532,94,"Drama, Comedy","Finland, France, Germany",fr,1.6947,7,473
618,Gray's Anatomy,1996,Steven Soderbergh,Standalone,grays-anatomy-1996,32686,80,"Comedy, Drama, Documentary","United Kingdom, United States of America",en,0.9447,6.425,40
617,And Everything Is Going Fine,2010,Steven Soderbergh,Standalone,and-everything-is-going-fine-2010,50779,89,"Documentary, Drama",United States of America,en,0.6276,6.4,24
616,Shallow Grave,1994,Danny Boyle,Standalone,shallow-grave-1994,9905,93,"Crime, Thriller",United Kingdom,en,2.2161,7,1120
615,The Gold Rush,1925,Charlie Chaplin,Standalone,the-gold-rush-1925,962,95,"Adventure, Comedy, Drama",United States of America,en,1.8086,7.977,1796
614,Summer with Monika,1953,Ingmar Bergman,Standalone,summer-with-monika-1953,47735,98,"Drama, Romance",Sweden,sv,0.7663,7.329,387
613,Summer Interlude,1951,Ingmar Bergman,Standalone,summer-interlude-1951,47473,96,"Drama, Romance",Sweden,sv,0.7559,7.4,170
612,Certified Copy,2010,Abbas Kiarostami,Standalone,certified-copy-2010,48303,106,"Drama, Romance","France, Italy, Belgium",fr,1.7512,7.006,443
611,Being John Malkovich,1999,Spike Jonze,Standalone,being-john-malkovich-1999,492,113,"Comedy, Drama, Fantasy",United States of America,en,4.304,7.4,4722
610,The Organizer,1963,Mario Monicelli,Standalone,the-organizer-1963,51092,130,"Drama, Comedy","France, Italy, Yugoslavia",it,1.2899,7.5,126
609,Alambrista!,1977,Robert M. Young,Standalone,alambrista-1977,86975,96,Drama,United States of America,en,0.9186,5.7,20
608,Harold and Maude,1971,Hal Ashby,Standalone,harold-and-maude-1971,343,92,"Comedy, Drama, Romance",United States of America,en,1.9356,7.606,1187
607,Gloria!,1979,Hollis Frampton,A Hollis Frampton Odyssey,gloria-1979,147168,10,Documentary,United States of America,en,0.0906,4.9,19
607,Winter Solstice,1974,Hollis Frampton,A Hollis Frampton Odyssey,winter-solstice-1974,166714,33,Documentary,United States of America,en,0.2383,5.1,16
607,"Magellan: At the Gates of Death, Part I: The Red Gate I, 0",1976,Hollis Frampton,A Hollis Frampton Odyssey,magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976,166712,5,,United States of America,en,0.1657,4.8,16
607,Ingenivm Nobis Ipsa Pvella Fecit: Part I,1974,Hollis Frampton,A Hollis Frampton Odyssey,ingenivm-nobis-ipsa-pvella-fecit-part-i-1974,166711,5,,United States of America,en,0.1853,4.2,20
607,Pan 700,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-700-1974,166710,1,Documentary,United States of America,en,0.1548,4.9,15
607,Pan 699,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-699-1974,166709,1,Documentary,United States of America,en,0.0871,3.8,20
607,Pan 698,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-698-1974,166708,1,Documentary,United States of America,en,0.0726,4.1,16
607,Pan 697,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-697-1974,166707,1,Documentary,United States of America,en,0.1939,3.8,16
607,Pan 4,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-4-1974,163227,1,Documentary,United States of America,en,0.1233,4.8,17
607,Pan 3,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-3-1974,154518,2,Documentary,United States of America,xx,0.1825,5.1,22
607,Pan 2,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-2-1974,154616,1,Documentary,United States of America,en,0.0795,4.7,21
607,Pan 1,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-1-1974,154614,1,Documentary,United States of America,en,0.0841,4.5,24
607,Pan 0,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-0-1974,163225,1,Documentary,United States of America,en,0.1172,4.6,25
607,The Birth of Magellan: Cadenza I,1977,Hollis Frampton,A Hollis Frampton Odyssey,the-birth-of-magellan-cadenza-i-1977,154612,6,,United States of America,en,0.1536,4,18
607,Hapax Legomena III: Critical Mass,1971,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-iii-critical-mass-1971,151002,26,Drama,United States of America,en,0.1991,5.9,14
607,Hapax Legomena II: Poetic Justice,1972,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-ii-poetic-justice-1972,145497,32,"Romance, Documentary",United States of America,en,0.0859,5.045,22
607,Hapax Legomena I: Nostalgia,1971,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-i-nostalgia-1971,132161,36,Drama,United States of America,en,0.7371,6.4,31
607,Zorns Lemma,1970,Hollis Frampton,A Hollis Frampton Odyssey,zorns-lemma-1970,88276,60,Documentary,United States of America,en,0.3368,6.3,31
607,Lemon,1969,Hollis Frampton,A Hollis Frampton Odyssey,lemon-1969,146827,7,Documentary,United States of America,en,0.3849,4.852,27
607,Carrots & Peas,1969,Hollis Frampton,A Hollis Frampton Odyssey,carrots-peas-1969,166704,6,,United States of America,en,0.0903,4.4,21
607,Surface Tension,1968,Hollis Frampton,A Hollis Frampton Odyssey,surface-tension-1968,154656,10,,United States of America,en,0.201,5.5,23
607,Maxwell's Demon,1968,Hollis Frampton,A Hollis Frampton Odyssey,maxwells-demon-1968,154525,4,,United States of America,en,0.0311,4.6,19
607,Process Red,1966,Hollis Frampton,A Hollis Frampton Odyssey,process-red-1966,163347,4,,United States of America,en,0.1788,4.9,22
607,Manual of Arms,1966,Hollis Frampton,A Hollis Frampton Odyssey,manual-of-arms-1966,149047,17,,United States of America,en,0.3693,5,18
606,Blithe Spirit,1945,David Lean,David Lean Directs Noël Coward,blithe-spirit-1945,19072,96,"Comedy, Fantasy",United Kingdom,en,0.9216,7,162
605,This Happy Breed,1944,David Lean,David Lean Directs Noël Coward,this-happy-breed-1944,51617,111,Drama,United Kingdom,en,1.2206,7.2,58
604,In Which We Serve,1942,David Lean,David Lean Directs Noël Coward,in-which-we-serve-1942,28093,115,"Drama, War",United Kingdom,en,1.2789,6.8,99
602,The War Room,1993,D. A. Pennebaker & Chris Hegedus,Standalone,the-war-room-1993,26408,96,"Documentary, History",United States of America,en,0.8265,6.801,68
601,Letter Never Sent,1960,Mikhail Kalatozov,Standalone,letter-never-sent-1960,83539,97,"Drama, Adventure",Soviet Union,ru,0.7471,7.096,120
600,Anatomy of a Murder,1959,Otto Preminger,Standalone,anatomy-of-a-murder-1959,93,161,"Crime, Drama, Mystery",United States of America,en,2.3433,7.834,1135
599,Vanya on 42nd Street,1994,Louis Malle,Standalone,vanya-on-42nd-street-1994,32636,120,Drama,"United States of America, United Kingdom",en,1.0556,6.597,93
598,World on a Wire,1973,Rainer Werner Fassbinder,Standalone,world-on-a-wire-1973,NA,NA,NA,NA,NA,NA,NA
597,Tiny Furniture,2010,Lena Dunham,Standalone,tiny-furniture-2010,47607,99,"Romance, Comedy, Drama",United States of America,en,0.772,5.6,167
596,Three Outlaw Samurai,1964,Hideo Gosha,Standalone,three-outlaw-samurai-1964,58878,93,"Action, Drama",Japan,ja,2.4003,7.422,109
595,The Moment of Truth,1965,Francesco Rosi,Standalone,the-moment-of-truth-1965,86785,100,Drama,"Italy, Spain",it,0.5617,7.1,27
594,Godzilla,1954,Ishirō Honda,Godzilla: The Showa-Era Films,godzilla-1954,1678,96,"Thriller, Horror, Science Fiction",Japan,ja,3.7864,7.6,1083
593,Belle de Jour,1967,Luis Buñuel,Standalone,belle-de-jour-1967,649,100,"Drama, Romance","France, Italy",fr,2.8248,7.306,1005
592,Design for Living,1933,Ernst Lubitsch,Standalone,design-for-living-1933,77210,91,"Comedy, Romance",United States of America,en,0.9343,7.139,205
591,12 Angry Men,1957,Sidney Lumet,Standalone,12-angry-men-1957,389,97,Drama,United States of America,en,16.2894,8.6,9833
590,Three Colours: Red,1994,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-red-1994,110,100,"Drama, Mystery, Romance","France, Poland, Switzerland",fr,2.8906,7.9,1530
589,Three Colours: White,1994,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-white-1994,109,92,"Comedy, Drama, Mystery","France, Poland, Switzerland",fr,3.6516,7.4,1309
588,Three Colours: Blue,1993,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-blue-1993,108,98,Drama,"France, Poland, Switzerland",fr,3.3863,7.635,1867
586,Island of Lost Souls,1932,Erle C. Kenton,Standalone,island-of-lost-souls-1932,3031,71,"Horror, Science Fiction",United States of America,en,1.1367,6.918,261
585,Identification of a Woman,1982,Michelangelo Antonioni,Standalone,identification-of-a-woman-1982,53234,128,"Drama, Romance","France, Italy",it,0.8159,5.872,78
584,Kuroneko,1968,Kaneto Shindō,Standalone,kuroneko-1968,40149,100,"Drama, Fantasy, Horror",Japan,ja,1.5505,7.383,226
583,The Four Feathers,1939,Zoltan Korda,Standalone,the-four-feathers-1939,10568,129,"Adventure, Drama, War, History",United Kingdom,en,0.8761,7.1,103
582,Carlos,2010,Olivier Assayas,Standalone,carlos-2010,43434,339,"Crime, Drama, Thriller, History","Germany, France",en,1.6539,6.966,233
581,The Cousins,1959,Claude Chabrol,Standalone,the-cousins-1959,2363,112,Drama,France,fr,1.0405,6.825,97
580,Le Beau Serge,1958,Claude Chabrol,Standalone,le-beau-serge-1958,5562,98,Drama,France,fr,0.7266,6.926,95
579,The Phantom Carriage,1921,Victor Sjostrom,Standalone,the-phantom-carriage-1921,58129,108,"Drama, Fantasy, Horror",Sweden,sv,1.2079,7.789,351
578,L'Atalante,1934,Jean Vigo,The Complete Jean Vigo,latalante-1934,43904,88,"Comedy, Drama, Romance",France,fr,1.2857,7.486,461
578,Zero for Conduct,1933,Jean Vigo,The Complete Jean Vigo,zero-for-conduct-1933,44494,48,"Comedy, Drama",France,fr,0.7159,6.902,260
578,Taris,1931,Jean Vigo,The Complete Jean Vigo,taris-1931,49836,9,Documentary,France,fr,0.3076,6.2,79
578,À propos de Nice,1930,Jean Vigo,The Complete Jean Vigo,à-propos-de-nice-1930,47831,24,Documentary,France,fr,0.4879,6.83,144
577,Cul-de-sac,1966,Roman Polanski,Standalone,culdesac-1966,4772,112,"Thriller, Comedy, Crime, Drama",United Kingdom,en,3.2536,6.725,302
576,Secret Sunshine,2007,Lee Chang-dong,Standalone,secret-sunshine-2007,2015,143,Drama,South Korea,ko,2.4069,7.2,226
