spine,title,year,director,boxset,movie_id,imdb_rating,metascore
679,Zatoichi's Pilgrimage,1966,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichis-pilgrimage-1966,7.2,NA
679,Zatoichi's Vengeance,1966,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,zatoichis-vengeance-1966,7.2,NA
679,Zatoichi and the Chess Expert,1965,Kenji Misumi,Zatoichi: The Blind Swordsman,zatoichi-and-the-chess-expert-1965,7.3,NA
679,Zatoichi and the Doomed Man,1965,Kazuo Mori,Zatoichi: The Blind Swordsman,zatoichi-and-the-doomed-man-1965,6.9,NA
679,Zatoichi's Revenge,1965,Akira Inoue,Zatoichi: The Blind Swordsman,zatoichis-revenge-1965,7.3,NA
679,Adventures of Zatoichi,1964,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,adventures-of-zatoichi-1964,7.1,NA
679,"Fight, Zatoichi, Fight",1964,Kenji Misumi,Zatoichi: The Blind Swordsman,fight-zatoichi-fight-1964,7.4,NA
679,Zatoichi's Flashing Sword,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichis-flashing-sword-1964,7.2,NA
679,Zatoichi and the Chest of Gold,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,zatoichi-and-the-chest-of-gold-1964,7.3,NA
679,Zatoichi on the Road,1963,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,zatoichi-on-the-road-1963,7.1,NA
679,Zatoichi the Fugitive,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,zatoichi-the-fugitive-1963,7.2,NA
679,New Tale of Zatoichi,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,new-tale-of-zatoichi-1963,7.3,NA
679,The Tale of Zatoichi Continues,1962,Kazuo Mori,Zatoichi: The Blind Swordsman,the-tale-of-zatoichi-continues-1962,7.2,NA
679,The Tale of Zatoichi,1962,Kenji Misumi,Zatoichi: The Blind Swordsman,the-tale-of-zatoichi-1962,7.6,NA
678,La Notte,1961,Michelangelo Antonioni,Standalone Only,la-notte-1961,7.9,NA
677,The Uninvited,1944,Lewis Allen,Standalone Only,the-uninvited-1944,7.2,NA
676,I Married a Witch,1942,René Clair,Standalone Only,i-married-a-witch-1942,7.1,NA
675,Journey to Italy,1954,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,journey-to-italy-1954,7.3,100
674,Europa '51,1952,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,europa-51-1952,NA,NA
673,Stromboli,1950,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,stromboli-1950,7.2,NA
671,La Cage aux Folles,1978,Edouard Molinaro,Standalone Only,la-cage-aux-folles-1978,7.2,61
670,To Be or Not to Be,1942,Ernst Lubitsch,Standalone Only,to-be-or-not-to-be-1942,8.1,86
669,Charulata,1964,Satyajit Ray,Standalone Only,charulata-1964,8.1,NA
668,The Big City,1963,Satyajit Ray,Standalone Only,the-big-city-1963,8.3,NA
667,Seconds,1966,John Frankenheimer,Standalone Only,seconds-1966,7.6,71
666,The Devil's Backbone,2001,Guillermo del Toro,Standalone Only,the-devils-backbone-2001,7.4,78
665,Babette's Feast,1987,Gabriel Axel,Standalone Only,babettes-feast-1987,7.8,78
664,The Life of Oharu,1952,Kenji Mizoguchi,Standalone Only,the-life-of-oharu-1952,8.1,NA
663,Shoah,1985,Claude Lanzmann,Standalone Only,shoah-1985,8.7,99
662,Safety Last!,1923,Fred Newmeyer & Sam Taylor,Standalone Only,safety-last-1923,8.1,NA
661,Marketa Lazarová,1967,František Vlácil,Standalone Only,marketa-lazarová-1967,7.9,NA
660,Things to Come,1936,William Cameron Menzies,Standalone Only,things-to-come-1936,6.6,NA
659,Life Is Sweet,1990,Mike Leigh,Standalone Only,life-is-sweet-1990,7.4,88
658,Medium Cool,1969,Haskell Wexler,Standalone Only,medium-cool-1969,7.2,87
657,3:10 to Yuma,1957,Delmer Daves,Standalone Only,310-to-yuma-1957,7.6,80
656,Jubal,1956,Delmer Daves,Standalone Only,jubal-1956,7.1,NA
655,Land of Milk and Honey,1971,Pierre Étaix,Pierre Étaix,land-of-milk-and-honey-1971,NA,NA
655,Le Grand Amour,1969,Pierre Étaix,Pierre Étaix,le-grand-amour-1969,7.5,NA
655,As Long as You've Got Your Health,1966,Pierre Étaix,Pierre Étaix,as-long-as-youve-got-your-health-1966,7.1,NA
655,Yoyo,1965,Pierre Étaix,Pierre Étaix,yoyo-1965,7.5,NA
655,The Suitor,1962,Pierre Étaix,Pierre Étaix,the-suitor-1962,7.2,NA
654,Repo Man,1984,Alex Cox,Standalone Only,repo-man-1984,6.8,82
653,Gate of Hell,1953,Teinosuke Kinugasa,Standalone Only,gate-of-hell-1953,7.1,NA
652,Monsieur Verdoux,1947,Charlie Chaplin,Standalone Only,monsieur-verdoux-1947,7.8,NA
651,Badlands,1973,Terrence Malick,Standalone Only,badlands-1973,7.7,94
650,A Man Escaped,1956,Robert Bresson,Standalone Only,a-man-escaped-1956,8.2,NA
649,Ministry of Fear,1944,Fritz Lang & Edgar Morin,Standalone Only,ministry-of-fear-1944,7.1,NA
648,Chronicle of a Summer,1961,Jean Rouch & Edgar Morin,Standalone Only,chronicle-of-a-summer-1961,7.5,NA
647,On the Waterfront,1954,Elia Kazan,Standalone Only,on-the-waterfront-1954,8.1,91
646,The Kid with a Bike,2011,Jean-Pierre Dardenne & Luc Dardenne,Standalone Only,the-kid-with-a-bike-2011,7.4,87
645,The Ballad of Narayama,1958,Keisuke Kinoshita,Standalone Only,the-ballad-of-narayama-1958,7.8,NA
644,Pina,2011,Wim Wenders,Standalone Only,pina-2011,7.6,83
643,The Man Who Knew Too Much,1934,Alfred Hitchcock,Standalone Only,the-man-who-knew-too-much-1934,6.7,77
642,Naqoyqatsi,2002,Godfrey Reggio,The Qatsi Trilogy,naqoyqatsi-2002,6.4,59
641,Powaqqatsi,1988,Godfrey Reggio,The Qatsi Trilogy,powaqqatsi-1988,7.2,NA
640,Koyaanisqatsi,1982,Godfrey Reggio,The Qatsi Trilogy,koyaanisqatsi-1982,8.2,72
638,Following,1998,Christopher Nolan,Standalone Only,following-1998,7.4,60
637,Purple Noon,1960,René Clément,Standalone Only,purple-noon-1960,7.7,NA
636,Heaven's Gate,1980,Michael Cimino,Standalone Only,heavens-gate-1980,6.7,57
635,Weekend,1967,Jean-Luc Godard,Standalone Only,weekend-1967,6.9,NA
634,Arabian Nights,1974,Pier Paolo Pasolini,Trilogy of Life,arabian-nights-1974,6.6,NA
633,The Canterbury Tales,1972,Pier Paolo Pasolini,Trilogy of Life,the-canterbury-tales-1972,6.3,NA
632,The Decameron,1971,Pier Paolo Pasolini,Trilogy of Life,the-decameron-1971,7,NA
630,Rosemary's Baby,1968,Roman Polanski,Standalone Only,rosemarys-baby-1968,8,96
629,Sunday Bloody Sunday,1971,John Schlesinger,Standalone Only,sunday-bloody-sunday-1971,7,NA
628,The Forgiveness of Blood,2011,Joshua Marston,Standalone Only,the-forgiveness-of-blood-2011,6.8,73
627,The Game,1997,David Fincher,Standalone Only,the-game-1997,7.7,63
626,The Devil's Envoys,1942,Marcel Carné,Standalone Only,the-devils-envoys-1942,7.2,NA
625,Eating Raoul,1982,Paul Bartel,Standalone Only,eating-raoul-1982,6.8,69
624,Quadrophenia,1979,Franc Roddam,Standalone Only,quadrophenia-1979,7.2,79
623,Lonesome,1928,Paul Fejos,Standalone Only,lonesome-1928,7.7,NA
622,Weekend,2011,Andrew Haigh,Standalone Only,weekend-2011,7.6,81
621,Rosetta,1999,Jean-Pierre Dardenne & Luc Dardenne,Standalone Only,rosetta-1999,7.4,76
620,La Promesse,1996,Jean-Pierre Dardenne & Luc Dardenne,Standalone Only,la-promesse-1996,NA,NA
619,Le Havre,2011,Aki Kaurismäki,Standalone Only,le-havre-2011,7.2,82
618,Gray's Anatomy,1996,Steven Soderbergh,Standalone Only,grays-anatomy-1996,6.8,60
617,And Everything Is Going Fine,2010,Steven Soderbergh,Standalone Only,and-everything-is-going-fine-2010,7.1,76
616,Shallow Grave,1994,Danny Boyle,Standalone Only,shallow-grave-1994,7.2,69
615,The Gold Rush,1925,Charlie Chaplin,Standalone Only,the-gold-rush-1925,8.1,90
614,Summer with Monika,1953,Ingmar Bergman,Standalone Only,summer-with-monika-1953,7.5,NA
613,Summer Interlude,1951,Ingmar Bergman,Standalone Only,summer-interlude-1951,7.5,NA
612,Certified Copy,2010,Abbas Kiarostami,Standalone Only,certified-copy-2010,7.2,82
611,Being John Malkovich,1999,Spike Jonze,Standalone Only,being-john-malkovich-1999,7.7,90
610,The Organizer,1963,Mario Monicelli,Standalone Only,the-organizer-1963,8,NA
609,Alambrista!,1977,Robert M. Young,Standalone Only,alambrista-1977,7.3,NA
608,Harold and Maude,1971,Hal Ashby,Standalone Only,harold-and-maude-1971,7.8,62
607,Gloria!,1979,Hollis Frampton,A Hollis Frampton Odyssey,gloria-1979,5.1,NA
607,Winter Solstice,1974,Hollis Frampton,A Hollis Frampton Odyssey,winter-solstice-1974,5.5,NA
607,"Magellan: At the Gates of Death, Part I: The Red Gate I, 0",1976,Hollis Frampton,A Hollis Frampton Odyssey,magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976,5.3,NA
607,Ingenivm Nobis Ipsa Pvella Fecit: Part I,1974,Hollis Frampton,A Hollis Frampton Odyssey,ingenivm-nobis-ipsa-pvella-fecit-part-i-1974,NA,NA
607,Pan 700,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-700-1974,5.2,NA
607,Pan 699,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-699-1974,3.8,NA
607,Pan 698,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-698-1974,4.4,NA
607,Pan 697,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-697-1974,4.1,NA
607,Pan 4,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-4-1974,4.7,NA
607,Pan 3,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-3-1974,4.8,NA
607,Pan 2,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-2-1974,4.2,NA
607,Pan 1,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-1-1974,4.1,NA
607,Pan 0,1974,Hollis Frampton,A Hollis Frampton Odyssey,pan-0-1974,4.2,NA
607,The Birth of Magellan: Cadenza I,1977,Hollis Frampton,A Hollis Frampton Odyssey,the-birth-of-magellan-cadenza-i-1977,4.5,NA
607,Hapax Legomena III: Critical Mass,1971,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-iii-critical-mass-1971,5.6,NA
607,Hapax Legomena II: Poetic Justice,1972,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-ii-poetic-justice-1972,5.8,NA
607,Hapax Legomena I: Nostalgia,1971,Hollis Frampton,A Hollis Frampton Odyssey,hapax-legomena-i-nostalgia-1971,6.7,NA
607,Zorns Lemma,1970,Hollis Frampton,A Hollis Frampton Odyssey,zorns-lemma-1970,6.5,NA
607,Lemon,1969,Hollis Frampton,A Hollis Frampton Odyssey,lemon-1969,5.3,NA
607,Carrots & Peas,1969,Hollis Frampton,A Hollis Frampton Odyssey,carrots-peas-1969,4.2,NA
607,Surface Tension,1968,Hollis Frampton,A Hollis Frampton Odyssey,surface-tension-1968,5.9,NA
607,Maxwell's Demon,1968,Hollis Frampton,A Hollis Frampton Odyssey,maxwells-demon-1968,4.8,NA
607,Process Red,1966,Hollis Frampton,A Hollis Frampton Odyssey,process-red-1966,4.9,NA
607,Manual of Arms,1966,Hollis Frampton,A Hollis Frampton Odyssey,manual-of-arms-1966,5.3,NA
606,Blithe Spirit,1945,David Lean,David Lean Directs Noël Coward,blithe-spirit-1945,7,NA
605,This Happy Breed,1944,David Lean,David Lean Directs Noël Coward,this-happy-breed-1944,7.3,NA
604,In Which We Serve,1942,David Lean,David Lean Directs Noël Coward,in-which-we-serve-1942,7.2,NA
602,The War Room,1993,D. A. Pennebaker & Chris Hegedus,Standalone Only,the-war-room-1993,7.4,78
601,Letter Never Sent,1960,Mikhail Kalatozov,Standalone Only,letter-never-sent-1960,7.8,NA
600,Anatomy of a Murder,1959,Otto Preminger,Standalone Only,anatomy-of-a-murder-1959,8,95
599,Vanya on 42nd Street,1994,Louis Malle,Standalone Only,vanya-on-42nd-street-1994,7.3,NA
598,World on a Wire,1973,Rainer Werner Fassbinder,Standalone Only,world-on-a-wire-1973,7.7,NA
597,Tiny Furniture,2010,Lena Dunham,Standalone Only,tiny-furniture-2010,6.2,72
596,Three Outlaw Samurai,1964,Hideo Gosha,Standalone Only,three-outlaw-samurai-1964,7.6,NA
595,The Moment of Truth,1965,Francesco Rosi,Standalone Only,the-moment-of-truth-1965,7.2,NA
594,Godzilla,1954,Ishirō Honda,Godzilla: The Showa-Era Films,godzilla-1954,7.6,79
593,Belle de Jour,1967,Luis Buñuel,Standalone Only,belle-de-jour-1967,7.6,NA
592,Design for Living,1933,Ernst Lubitsch,Standalone Only,design-for-living-1933,7.4,NA
591,12 Angry Men,1957,Sidney Lumet,Standalone Only,12-angry-men-1957,9,97
590,Three Colours: Red,1994,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-red-1994,NA,NA
589,Three Colours: White,1994,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-white-1994,NA,NA
588,Three Colours: Blue,1993,Krzysztof Kieślowski,The Three Colors Trilogy,three-colours-blue-1993,NA,NA
586,Island of Lost Souls,1932,Erle C. Kenton,Standalone Only,island-of-lost-souls-1932,7.4,NA
585,Identification of a Woman,1982,Michelangelo Antonioni,Standalone Only,identification-of-a-woman-1982,6.7,NA
584,Kuroneko,1968,Kaneto Shindō,Standalone Only,kuroneko-1968,NA,NA
583,The Four Feathers,1939,Zoltan Korda,Standalone Only,the-four-feathers-1939,7.4,NA
582,Carlos,2010,Olivier Assayas,Standalone Only,carlos-2010,7.6,NA
581,The Cousins,1959,Claude Chabrol,Standalone Only,the-cousins-1959,7.2,NA
580,Le Beau Serge,1958,Claude Chabrol,Standalone Only,le-beau-serge-1958,7.1,NA
579,The Phantom Carriage,1921,Victor Sjostrom,Standalone Only,the-phantom-carriage-1921,8,NA
578,L'Atalante,1934,Jean Vigo,The Complete Jean Vigo,latalante-1934,7.7,NA
578,Zero for Conduct,1933,Jean Vigo,The Complete Jean Vigo,zero-for-conduct-1933,7.2,NA
578,Taris,1931,Jean Vigo,The Complete Jean Vigo,taris-1931,6.7,NA
578,À propos de Nice,1930,Jean Vigo,The Complete Jean Vigo,à-propos-de-nice-1930,7.4,NA
577,Cul-de-sac,1966,Roman Polanski,Standalone Only,culdesac-1966,7,75
576,Secret Sunshine,2007,Lee Chang-dong,Standalone Only,secret-sunshine-2007,7.5,84
575,The Killing,1956,Stanley Kubrick,Standalone Only,the-killing-1956,7.9,91
574,Life During Wartime,2009,Todd Solondz,Standalone Only,life-during-wartime-2009,6.4,69
573,The Music Room,1958,Satyajit Ray,Standalone Only,the-music-room-1958,7.9,NA
572,"Léon Morin, Priest",1961,Jean-Pierre Melville,Standalone Only,léon-morin-priest-1961,7.5,NA
571,Black Moon,1975,Louis Malle,Standalone Only,black-moon-1975,6.1,NA
570,Zazie dans le Métro,1960,Louis Malle,Standalone Only,zazie-dans-le-métro-1960,NA,NA
569,People on Sunday,1930,Robert Siodmak & Edgar G. Ulmer,Standalone Only,people-on-sunday-1930,7.3,NA
568,Kiss Me Deadly,1955,Robert Aldrich,Standalone Only,kiss-me-deadly-1955,7.5,NA
567,The Makioka Sisters,1983,Kon Ichikawa,Standalone Only,the-makioka-sisters-1983,7.2,NA
566,Insignificance,1985,Nicolas Roeg,Standalone,insignificance-1985,6.4,NA
565,The Great Dictator,1940,Charlie Chaplin,Standalone,the-great-dictator-1940,8.4,NA
564,Pale Flower,1964,Masahiro Shinoda,Standalone,pale-flower-1964,7.7,NA
563,Something Wild,1986,Jonathan Demme,Standalone,something-wild-1986,6.9,73
562,Blow Out,1981,Brian De Palma,Standalone,blow-out-1981,7.4,86
561,Kes,1969,Ken Loach,Standalone,kes-1969,7.9,NA
560,White Material,2009,Claire Denis,Standalone,white-material-2009,6.9,81
559,The Mikado,1939,Victor Schertzinger,Standalone,the-mikado-1939,6.4,NA
558,Topsy-Turvy,1999,Mike Leigh,Standalone,topsyturvy-1999,7.3,90
557,The Times of Harvey Milk,1984,Robert Epstein,Standalone,the-times-of-harvey-milk-1984,8.2,NA
556,Senso,1954,Luchino Visconti,Standalone,senso-1954,7.4,NA
555,Sweet Smell of Success,1957,Alexander Mackendrick,Standalone,sweet-smell-of-success-1957,8,100
554,Still Walking,2008,Hirokazu Koreeda,Standalone,still-walking-2008,7.9,89
553,Fish Tank,2009,Andrea Arnold,Standalone,fish-tank-2009,7.3,81
552,Broadcast News,1987,James L. Brooks,Standalone,broadcast-news-1987,7.3,84
551,Cronos,1992,Guillermo del Toro,Standalone,cronos-1992,6.7,70
550,The King of Marvin Gardens,1972,Bob Rafelson,America Lost and Found: The BBS Story,the-king-of-marvin-gardens-1972,6.5,NA
549,The Last Picture Show,1971,Peter Bogdanovich,America Lost and Found: The BBS Story,the-last-picture-show-1971,8,93
548,A Safe Place,1971,Henry Jaglom,America Lost and Found: The BBS Story,a-safe-place-1971,4.9,NA
547,"Drive, He Said",1971,Jack Nicholson,America Lost and Found: The BBS Story,drive-he-said-1971,5.7,NA
546,Five Easy Pieces,1970,Bob Rafelson,America Lost and Found: The BBS Story,five-easy-pieces-1970,7.4,85
545,Easy Rider,1969,Dennis Hopper,America Lost and Found: The BBS Story,easy-rider-1969,7.2,85
544,Head,1968,Bob Rafelson,America Lost and Found: The BBS Story,head-1968,6.4,NA
543,Modern Times,1936,Charlie Chaplin,Standalone,modern-times-1936,8.5,96
542,Antichrist,2009,Lars von Trier,Standalone,antichrist-2009,6.5,49
541,The Night of the Hunter,1955,Charles Laughton,Standalone,the-night-of-the-hunter-1955,8,97
540,The Darjeeling Limited,2007,Wes Anderson,The Wes Anderson Archive,the-darjeeling-limited-2007,7.2,67
539,House,1977,Nobuhiko Obayashi,Standalone,house-1977,7.2,75
538,Paths of Glory,1957,Stanley Kubrick,Standalone,paths-of-glory-1957,8.4,90
537,The Magician,1958,Ingmar Bergman,Standalone,the-magician-1958,7.5,86
536,The Thin Red Line,1998,Terrence Malick,Standalone,the-thin-red-line-1998,7.6,78
535,"Merry Christmas, Mr. Lawrence",1983,Nagisa Oshima,Standalone,merry-christmas-mr-lawrence-1983,7.2,53
534,Naked Childhood,1968,Maurice Pialat,Standalone,naked-childhood-1968,7.4,NA
533,Crumb,1994,Terry Zwigoff,Standalone,crumb-1994,8,93
532,Louie Bluie,1985,Terry Zwigoff,Standalone,louie-bluie-1985,7.6,NA
531,The Docks of New York,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,the-docks-of-new-york-1928,7.5,NA
530,The Last Command,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,the-last-command-1928,7.9,NA
529,Underworld,1927,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,underworld-1927,7.5,NA
527,The Secret of the Grain,2007,Abdellatif Kechiche,Standalone,the-secret-of-the-grain-2007,7.4,83
526,There Was a Father,1942,Yasujirō Ozu,Two Films by Yasujirō Ozu,there-was-a-father-1942,7.5,NA
525,The Only Son,1936,Yasujirō Ozu,Two Films by Yasujirō Ozu,the-only-son-1936,7.7,NA
523,Night Train to Munich,1940,Carol Reed,Standalone,night-train-to-munich-1940,7.2,NA
522,Red Desert,1964,Michelangelo Antonioni,Standalone,red-desert-1964,7.4,NA
521,Mystery Train,1989,Jim Jarmusch,Standalone,mystery-train-1989,7.5,80
520,Everlasting Moments,2008,Jan Troell,Standalone,everlasting-moments-2008,7.5,80
519,Close-Up,1990,Abbas Kiarostami,Standalone,closeup-1990,8.2,92
517,Chinese Series,2003,Stan Brakhage,By Brakhage: An Anthology Volume Two,chinese-series-2003,5,NA
517,Persian Series #3,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-3-1999,5.6,NA
517,Persian Series #2,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-2-1999,5.9,NA
517,Persian Series #1,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,persian-series-1-1999,5.4,NA
517,"""..."" Reel 5",1998,Stan Brakhage,By Brakhage: An Anthology Volume Two,-reel-5-1998,NA,NA
517,Yggdrasill: Whose Roots Are Stars in the Human Mind,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,yggdrasill-whose-roots-are-stars-in-the-human-mind-1997,6,NA
517,The Cat of the Worm's Green Realm,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-cat-of-the-worms-green-realm-1997,5.8,NA
517,I Take These Truths,1995,Stan Brakhage,By Brakhage: An Anthology Volume Two,i-take-these-truths-1995,NA,NA
517,From: First Hymn to the Night – Novalis,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,from-first-hymn-to-the-night-novalis-1994,NA,NA
517,The Mammals of Victoria,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-mammals-of-victoria-1994,6,NA
517,Boulder Blues and Pearls and...,1993,Stan Brakhage,By Brakhage: An Anthology Volume Two,boulder-blues-and-pearls-and-1993,NA,NA
517,Unconscious London Strata,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,unconscious-london-strata-1981,5.4,NA
517,Visions in Meditation #4: D.H. Lawrence,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-4-dh-lawrence-1990,5.7,NA
517,Visions in Meditation #3: Plato's Cave,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-3-platos-cave-1990,6,NA
517,Visions in Meditation #2: Mesa Verde,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-2-mesa-verde-1989,5.8,NA
517,Visions in Meditation #1,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,visions-in-meditation-1-1989,5.8,NA
517,Arabic Numeral Series 12,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,arabic-numeral-series-12-1981,5.3,NA
517,Murder Psalm,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,murder-psalm-1980,6.2,NA
517,The Domain of the Moment,1977,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-domain-of-the-moment-1977,5.9,NA
517,Duplicity III,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,duplicity-iii-1980,5.6,NA
517,Burial Path,1978,Stan Brakhage,By Brakhage: An Anthology Volume Two,burial-path-1978,5.6,NA
517,The Process,1972,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-process-1972,4.8,NA
517,Desert,1976,Stan Brakhage,By Brakhage: An Anthology Volume Two,desert-1976,5.6,NA
517,Star Garden,1974,Stan Brakhage,By Brakhage: An Anthology Volume Two,star-garden-1974,6,NA
517,The Machine of Eden,1970,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-machine-of-eden-1970,5.9,NA
517,"Scenes from Under Childhood, Section One",1968,Stan Brakhage,By Brakhage: An Anthology Volume Two,scenes-from-under-childhood-section-one-1968,NA,NA
517,23rd Psalm Branch,1967,Stan Brakhage,By Brakhage: An Anthology Volume Two,23rd-psalm-branch-1967,6.6,NA
517,Two: Creeley/McClure,1965,Stan Brakhage,By Brakhage: An Anthology Volume Two,two-creeleymcclure-1965,5.4,NA
517,The Dead,1960,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-dead-1960,5.4,NA
517,The Wonder Ring,1955,Stan Brakhage,By Brakhage: An Anthology Volume Two,the-wonder-ring-1955,6,NA
516,Stagecoach,1939,John Ford,Standalone,stagecoach-1939,7.8,93
515,The Fugitive Kind,1960,Sidney Lumet,Standalone,the-fugitive-kind-1960,7.1,NA
514,Ride with the Devil,1999,Ang Lee,Standalone,ride-with-the-devil-1999,6.7,69
513,Summer Hours,2008,Olivier Assayas,Standalone,summer-hours-2008,7.1,86
512,Vivre Sa Vie,1962,Jean-Luc Godard,Standalone,vivre-sa-vie-1962,7.8,NA
511,Colossal Youth,2006,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,colossal-youth-2006,6.9,NA
510,In Vanda's Room,2000,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,in-vandas-room-2000,7,NA
509,Ossos,1997,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,ossos-1997,6.8,NA
507,Bigger Than Life,1956,Nicholas Ray,Standalone,bigger-than-life-1956,7.4,NA
506,Dillinger Is Dead,1969,Marco Ferreri,Standalone,dillinger-is-dead-1969,6.9,NA
505,Make Way for Tomorrow,1937,Leo McCarey,Standalone,make-way-for-tomorrow-1937,8.2,NA
504,Hunger,2008,Steve McQueen,Standalone,hunger-2008,7.5,82
503,Lola Montès,1955,Max Ophüls,Standalone,lola-montès-1955,7.2,NA
502,Revanche,2008,Götz Spielmann,Standalone,revanche-2008,7.5,84
501,"Paris, Texas",1984,Wim Wenders,Standalone,paris-texas-1984,8.1,81
499,"Germany, Year Zero",1948,Roberto Rossellini,Roberto Rossellini's War Trilogy,germany-year-zero-1948,7.8,NA
498,Paisan,1946,Roberto Rossellini,Roberto Rossellini's War Trilogy,paisan-1946,7.6,NA
497,"Rome, Open City",1945,Roberto Rossellini,Roberto Rossellini's War Trilogy,rome-open-city-1945,8,NA
496,Che: Part Two,2008,Steven Soderbergh,Standalone,che-part-two-2008,6.8,64
496,Che: Part One,2008,Steven Soderbergh,Standalone,che-part-one-2008,7.1,NA
495,Days of Wine and Roses,1958,John Frankenheimer,The Golden Age of Television,days-of-wine-and-roses-1958,NA,NA
495,The Comedian,1957,Alvin Rakoff,The Golden Age of Television,the-comedian-1957,NA,NA
495,Requiem for a Heavyweight,1956,Alvin Rakoff,The Golden Age of Television,requiem-for-a-heavyweight-1956,NA,NA
495,Bang the Drum Slowly,1956,Daniel Petrie,The Golden Age of Television,bang-the-drum-slowly-1956,NA,NA
495,A Wind from the South,1955,Daniel Petrie,The Golden Age of Television,a-wind-from-the-south-1955,NA,NA
495,No Time for Sergeants,1955,Mervyn LeRoy,The Golden Age of Television,no-time-for-sergeants-1955,NA,NA
495,Patterns,1955,Fielder Cook,The Golden Age of Television,patterns-1955,NA,NA
495,Marty,1953,Delbert Mann,The Golden Age of Television,marty-1953,NA,NA
494,Downhill Racer,1969,Michael Ritchie,Standalone,downhill-racer-1969,6.3,89
493,Gomorrah,2008,Matteo Garrone,Standalone,gomorrah-2008,7,87
492,A Christmas Tale,2008,Arnaud Desplechin,Standalone,a-christmas-tale-2008,7,84
491,Z,1969,Costa Gavras,Standalone,z-1969,8.1,86
490,Wings of Desire,1987,Wim Wenders,Standalone,wings-of-desire-1987,7.9,79
489,Monsoon Wedding,2001,Mira Nair,Standalone,monsoon-wedding-2001,7.3,77
488,Howards End,1992,James Ivory,Standalone,howards-end-1992,7.4,88
487,That Hamilton Woman,1941,Alexander Korda,Standalone,that-hamilton-woman-1941,7.2,NA
486,Homicide,1991,David Mamet,Standalone,homicide-1991,6.9,84
485,The Last Days of Disco,1998,Whit Stillman,Standalone,the-last-days-of-disco-1998,6.7,76
484,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,Standalone,jeanne-dielman-23-quai-du-commerce-1080-bruxelles-1975,7.5,94
483,Repulsion,1965,Roman Polanski,Standalone,repulsion-1965,7.6,91
482,2 or 3 Things I Know About Her,1967,Jean-Luc Godard,Standalone,2-or-3-things-i-know-about-her-1967,6.5,NA
481,Made in U.S.A,1966,Jean-Luc Godard,Standalone,made-in-usa-1966,6.2,NA
