spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
551,Cronos,1992,Guillermo del Toro,Standalone,94,"Drama, Horror, Thriller",Mexico,Spanish; Castilian,2.6901,6.7,745,6.7,70,11655,cronos-1992
550,The King of Marvin Gardens,1972,Bob Rafelson,America Lost and Found: The BBS Story,103,Drama,United States of America,English,0.8771,5.9,94,6.5,NA,50627,the-king-of-marvin-gardens-1972
549,The Last Picture Show,1971,Peter Bogdanovich,America Lost and Found: The BBS Story,119,"Drama, Romance",United States of America,English,2.3656,7.619,758,8,93,25188,the-last-picture-show-1971
548,A Safe Place,1971,Henry Jaglom,America Lost and Found: The BBS Story,94,Drama,United States of America,English,0.5908,5.2,23,4.9,NA,53898,a-safe-place-1971
547,"Drive, He Said",1971,Jack Nicholson,America Lost and Found: The BBS Story,95,"Comedy, Drama",United States of America,English,1.1797,5.7,24,5.7,NA,57215,drive-he-said-1971
546,Five Easy Pieces,1970,Bob Rafelson,America Lost and Found: The BBS Story,98,Drama,United States of America,English,1.5162,7.079,581,7.4,85,26617,five-easy-pieces-1970
545,Easy Rider,1969,Dennis Hopper,America Lost and Found: The BBS Story,95,"Adventure, Drama",United States of America,English,3.3851,7,2128,7.2,85,624,easy-rider-1969
544,Head,1968,Bob Rafelson,America Lost and Found: The BBS Story,86,"Comedy, Music",United States of America,English,3.0154,6.2,102,6.4,NA,18193,head-1968
543,Modern Times,1936,Charlie Chaplin,Standalone,87,"Comedy, Drama, Romance",United States of America,None Spoken,4.1591,8.279,4029,8.5,96,3082,modern-times-1936
542,Antichrist,2009,Lars von Trier,Standalone,104,"Drama, Horror, Thriller","Denmark, France, Germany, Italy, Poland, Sweden",English,4.9493,6.624,2796,6.5,49,17609,antichrist-2009
541,The Night of the Hunter,1955,Charles Laughton,Standalone,93,"Crime, Drama, Thriller",United States of America,English,2.1829,7.9,1796,8,97,3112,the-night-of-the-hunter-1955
540,The Darjeeling Limited,2007,Wes Anderson,The Wes Anderson Archive,92,"Adventure, Drama, Comedy",United States of America,English,3.1668,7.15,3898,7.2,67,4538,the-darjeeling-limited-2007
539,House,1977,Nobuhiko Obayashi,Standalone,88,"Comedy, Fantasy, Horror",Japan,Japanese,3.4443,7.324,769,7.2,75,25623,house-1977
538,Paths of Glory,1957,Stanley Kubrick,Standalone,88,"War, Drama",United States of America,English,3.9617,8.254,3226,8.4,90,975,paths-of-glory-1957
537,The Magician,1958,Ingmar Bergman,Standalone,102,Drama,Sweden,Swedish,2.4257,7.4,241,7.5,86,29453,the-magician-1958
536,The Thin Red Line,1998,Terrence Malick,Standalone,171,"Drama, History, War",United States of America,English,5.3005,7.444,3244,7.6,78,8741,the-thin-red-line-1998
535,"Merry Christmas, Mr. Lawrence",1983,Nagisa Oshima,Standalone,124,"Drama, History, War","Japan, New Zealand, United Kingdom",Japanese,3.0875,7.3,512,7.2,53,11948,merry-christmas-mr-lawrence-1983
534,Naked Childhood,1968,Maurice Pialat,Standalone,83,Drama,France,French,0.9765,7.19,84,7.4,NA,31345,naked-childhood-1968
533,Crumb,1994,Terry Zwigoff,Standalone,121,Documentary,United States of America,English,2.7776,7.513,276,8,93,26564,crumb-1994
532,Louie Bluie,1985,Terry Zwigoff,Standalone,60,"Documentary, Music",United States of America,English,0.421,7.5,12,7.6,NA,87065,louie-bluie-1985
531,The Docks of New York,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,76,"Drama, Romance",United States of America,None Spoken,0.976,6.9,115,7.5,NA,885,the-docks-of-new-york-1928
530,The Last Command,1928,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,88,"Drama, History, War, Romance",United States of America,None Spoken,0.9803,7.33,88,7.9,NA,52679,the-last-command-1928
529,Underworld,1927,Josef von Sternberg,Three Silent Classics by Josef von Sternberg,87,"Drama, Crime, Romance",United States of America,None Spoken,1.1023,7,85,7.5,NA,42565,underworld-1927
527,The Secret of the Grain,2007,Abdellatif Kechiche,Standalone,155,Drama,"France, Tunisia",French,1.1506,7.006,236,7.4,83,8280,the-secret-of-the-grain-2007
526,There Was a Father,1942,Yasujirō Ozu,Two Films by Yasujirō Ozu,93,Drama,Japan,Japanese,3.3946,7,82,7.5,NA,27372,there-was-a-father-1942
525,The Only Son,1936,Yasujirō Ozu,Two Films by Yasujirō Ozu,87,Drama,Japan,Japanese,1.6658,7.4,110,7.7,NA,52047,the-only-son-1936
523,Night Train to Munich,1940,Carol Reed,Standalone,96,"Drama, Thriller, War",United Kingdom,English,0.9826,7.3,86,7.2,NA,41597,night-train-to-munich-1940
522,Red Desert,1964,Michelangelo Antonioni,Standalone,117,Drama,"France, Italy",Italian,1.7419,7.3,501,7.4,NA,26638,red-desert-1964
521,Mystery Train,1989,Jim Jarmusch,Standalone,106,Comedy,"Japan, United States of America",English,2.8674,7.347,500,7.5,80,11305,mystery-train-1989
520,Everlasting Moments,2008,Jan Troell,Standalone,131,"Drama, History","Denmark, Finland, Germany, Norway, Sweden",Swedish,1.1035,7.321,78,7.5,80,17077,everlasting-moments-2008
519,Close-Up,1990,Abbas Kiarostami,Standalone,98,"Crime, Drama",Iran,Persian,1.8281,7.945,442,8.2,92,30017,closeup-1990
517,Chinese Series,2003,Stan Brakhage,By Brakhage: An Anthology Volume Two,3,NA,United States of America,English,0.1072,5.1,30,5,NA,146693,chinese-series-2003
517,Persian Series #3,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,2,NA,United States of America,English,0.1985,5.5,22,5.6,NA,385625,persian-series-3-1999
517,Persian Series #2,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,2,NA,United States of America,English,0.148,5.7,22,5.9,NA,385624,persian-series-2-1999
517,Persian Series #1,1999,Stan Brakhage,By Brakhage: An Anthology Volume Two,2,NA,United States of America,English,0.1111,5.2,23,5.4,NA,385623,persian-series-1-1999
517,"""..."" Reel 5",1998,Stan Brakhage,By Brakhage: An Anthology Volume Two,12,NA,United States of America,English,3.357,5.5,17,5.4,NA,163360,-reel-5-1998
517,Yggdrasill: Whose Roots Are Stars in the Human Mind,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,17,NA,NA,English,0.1001,5.9,14,6,NA,164609,yggdrasill-whose-roots-are-stars-in-the-human-mind-1997
517,The Cat of the Worm's Green Realm,1997,Stan Brakhage,By Brakhage: An Anthology Volume Two,14,NA,United States of America,English,0.0792,4.6,13,5.8,NA,164607,the-cat-of-the-worms-green-realm-1997
517,I Take These Truths,1995,Stan Brakhage,By Brakhage: An Anthology Volume Two,18,NA,United States of America,English,0.0691,5.2,12,6.4,NA,164606,i-take-these-truths-1995
517,From: First Hymn to the Night – Novalis,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,3,NA,United States of America,English,0.0547,5,24,5.3,NA,146662,from-first-hymn-to-the-night-novalis-1994
517,The Mammals of Victoria,1994,Stan Brakhage,By Brakhage: An Anthology Volume Two,34,Documentary,United States of America,English,0.0474,5,15,6,NA,164604,the-mammals-of-victoria-1994
517,Boulder Blues and Pearls and...,1993,Stan Brakhage,By Brakhage: An Anthology Volume Two,22,NA,United States of America,English,0.1069,5.5,14,6,NA,164603,boulder-blues-and-pearls-and-1993
517,Unconscious London Strata,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,22,NA,"United Kingdom, United States of America",English,0.1572,5.1,17,5.4,NA,164602,unconscious-london-strata-1981
517,Visions in Meditation #4: D.H. Lawrence,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,17,NA,United States of America,English,0.1012,5.1,15,5.7,NA,164601,visions-in-meditation-4-dh-lawrence-1990
517,Visions in Meditation #3: Plato's Cave,1990,Stan Brakhage,By Brakhage: An Anthology Volume Two,16,Documentary,United States of America,English,0.2885,5.7,16,6,NA,164599,visions-in-meditation-3-platos-cave-1990
517,Visions in Meditation #2: Mesa Verde,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,16,NA,United States of America,English,0.0677,5.3,16,5.8,NA,164597,visions-in-meditation-2-mesa-verde-1989
517,Visions in Meditation #1,1989,Stan Brakhage,By Brakhage: An Anthology Volume Two,16,NA,United States of America,English,0.1578,4.7,17,5.8,NA,164596,visions-in-meditation-1-1989
517,Arabic Numeral Series 12,1981,Stan Brakhage,By Brakhage: An Anthology Volume Two,18,NA,United States of America,English,0.0214,4.8,16,5.3,NA,322775,arabic-numeral-series-12-1981
517,Murder Psalm,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,16,NA,United States of America,English,0.0527,6.1,18,6.2,NA,164593,murder-psalm-1980
517,The Domain of the Moment,1977,Stan Brakhage,By Brakhage: An Anthology Volume Two,15,NA,United States of America,English,0.1477,5.6,15,5.9,NA,164592,the-domain-of-the-moment-1977
517,Duplicity III,1980,Stan Brakhage,By Brakhage: An Anthology Volume Two,22,NA,United States of America,None Spoken,0.1567,5.2,14,5.6,NA,164591,duplicity-iii-1980
517,Burial Path,1978,Stan Brakhage,By Brakhage: An Anthology Volume Two,6,NA,United States of America,English,0.1782,5,20,5.6,NA,144992,burial-path-1978
517,The Process,1972,Stan Brakhage,By Brakhage: An Anthology Volume Two,8,NA,United States of America,English,0.1532,4.6,20,4.8,NA,155002,the-process-1972
517,Desert,1976,Stan Brakhage,By Brakhage: An Anthology Volume Two,11,NA,United States of America,English,0.1004,5.1,18,5.6,NA,164590,desert-1976
517,Star Garden,1974,Stan Brakhage,By Brakhage: An Anthology Volume Two,22,NA,United States of America,English,0.1138,5.7,18,6,NA,164585,star-garden-1974
517,The Machine of Eden,1970,Stan Brakhage,By Brakhage: An Anthology Volume Two,11,NA,United States of America,English,0.1613,5.4,19,5.9,NA,144943,the-machine-of-eden-1970
517,"Scenes from Under Childhood, Section One",1968,Stan Brakhage,By Brakhage: An Anthology Volume Two,24,NA,United States of America,English,0.8045,4.6,17,5.8,NA,102389,scenes-from-under-childhood-section-one-1968
517,23rd Psalm Branch,1967,Stan Brakhage,By Brakhage: An Anthology Volume Two,63,NA,United States of America,English,0.2085,8.2,4,6.6,NA,435421,23rd-psalm-branch-1967
517,Two: Creeley/McClure,1965,Stan Brakhage,By Brakhage: An Anthology Volume Two,4,NA,United States of America,English,0.4065,4.9,18,5.4,NA,146810,two-creeleymcclure-1965
517,The Dead,1960,Stan Brakhage,By Brakhage: An Anthology Volume Two,11,NA,"United States of America, France",English,0.1322,4.7,24,5.4,NA,145033,the-dead-1960
517,The Wonder Ring,1955,Stan Brakhage,By Brakhage: An Anthology Volume Two,6,Documentary,United States of America,English,0.4303,6,36,6,NA,147676,the-wonder-ring-1955
516,Stagecoach,1939,John Ford,Standalone,96,"Western, Adventure",United States of America,English,3.1706,7.617,1214,7.8,93,995,stagecoach-1939
515,The Fugitive Kind,1960,Sidney Lumet,Standalone,119,"Romance, Drama",United States of America,English,2.6765,6.8,114,7.1,NA,47837,the-fugitive-kind-1960
514,Ride with the Devil,1999,Ang Lee,Standalone,138,"Drama, War, Romance, Western",United States of America,English,1.6463,6.3,203,6.7,69,22267,ride-with-the-devil-1999
513,Summer Hours,2008,Olivier Assayas,Standalone,103,Drama,France,French,1.4064,6.4,177,7.1,86,8282,summer-hours-2008
512,Vivre Sa Vie,1962,Jean-Luc Godard,Standalone,84,Drama,France,French,1.3811,7.709,691,7.8,NA,1626,vivre-sa-vie-1962
511,Colossal Youth,2006,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,155,Drama,"Portugal, Switzerland, France",Portuguese,0.3521,7.1,50,6.9,NA,82404,colossal-youth-2006
510,In Vanda's Room,2000,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,171,Drama,"Portugal, Germany, Switzerland",Portuguese,0.9158,6.679,53,7,NA,87063,in-vandas-room-2000
509,Ossos,1997,Pedro Costa,Letters From Fontainhas: Three Films by Pedro Costa,97,Drama,"Denmark, France, Portugal",Portuguese,0.562,6.7,45,6.8,NA,55700,ossos-1997
507,Bigger Than Life,1956,Nicholas Ray,Standalone,95,Drama,United States of America,English,1.1575,7.193,179,7.4,NA,26036,bigger-than-life-1956
506,Dillinger Is Dead,1969,Marco Ferreri,Standalone,95,Drama,Italy,Italian,0.8464,7.124,141,6.9,NA,56693,dillinger-is-dead-1969
505,Make Way for Tomorrow,1937,Leo McCarey,Standalone,92,"Drama, Romance",United States of America,English,2.2013,7.5,215,8.2,NA,41059,make-way-for-tomorrow-1937
504,Hunger,2008,Steve McQueen,Standalone,96,"Drama, History","Ireland, United Kingdom",English,2.2993,7.246,1197,7.5,82,10360,hunger-2008
503,Lola Montès,1955,Max Ophüls,Standalone,116,"Drama, History, Romance","France, Germany",French,1.6695,6.836,143,7.2,NA,35987,lola-montès-1955
502,Revanche,2008,Götz Spielmann,Standalone,121,"Crime, Drama, Romance, Thriller",Austria,German,0.934,7.167,245,7.5,84,15451,revanche-2008
501,"Paris, Texas",1984,Wim Wenders,Standalone,145,Drama,"United Kingdom, Germany, France",English,5.7841,8.1,2173,8.1,81,655,paris-texas-1984
499,"Germany, Year Zero",1948,Roberto Rossellini,Roberto Rossellini's War Trilogy,74,Drama,"France, Germany, Italy",Italian,1.3408,7.618,420,7.8,NA,8016,germany-year-zero-1948
498,Paisan,1946,Roberto Rossellini,Roberto Rossellini's War Trilogy,125,"Drama, War",Italy,Italian,1.9318,7.5,346,7.6,NA,8429,paisan-1946
497,"Rome, Open City",1945,Roberto Rossellini,Roberto Rossellini's War Trilogy,104,"Drama, War",Italy,Italian,1.6556,8.012,965,8,NA,307,rome-open-city-1945
496,Che: Part Two,2008,Steven Soderbergh,Standalone,135,"Drama, History, War","United States of America, Spain, France",English,3.6461,6.646,683,6.8,64,8880,che-part-two-2008
496,Che: Part One,2008,Steven Soderbergh,Standalone,134,"Drama, History, War","United States of America, Spain, France",English,3.8146,6.8,816,7.1,NA,8881,che-part-one-2008
495,Days of Wine and Roses,1958,John Frankenheimer,The Golden Age of Television,80,"Drama, TV Movie",United States of America,English,0.6658,7,7,7.8,NA,365499,days-of-wine-and-roses-1958
495,The Comedian,1957,Alvin Rakoff,The Golden Age of Television,74,"Comedy, Drama, TV Movie",United States of America,English,0.9491,9,1,7.9,NA,1091037,the-comedian-1957
495,Requiem for a Heavyweight,1956,Alvin Rakoff,The Golden Age of Television,73,"TV Movie, Drama",United States of America,English,0.9657,8,3,8.4,NA,760499,requiem-for-a-heavyweight-1956
495,Bang the Drum Slowly,1956,Daniel Petrie,The Golden Age of Television,57,"Drama, TV Movie",United States of America,English,0.9687,6.3,9,7.3,NA,365498,bang-the-drum-slowly-1956
495,A Wind from the South,1955,Daniel Petrie,The Golden Age of Television,50,"Drama, TV Movie",United States of America,English,1.3892,5.7,9,6.4,NA,406480,a-wind-from-the-south-1955
495,No Time for Sergeants,1955,Mervyn LeRoy,The Golden Age of Television,50,"Comedy, TV Movie",United States of America,English,0.4662,6.5,2,6.9,NA,406484,no-time-for-sergeants-1955
