spine,title,year,director,boxset,runtime_min,genre,country,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
679,Zatoichi's Pilgrimage,1966,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,82,"Drama, Action, Adventure",Japan,Japanese,1.2337,7,47,7.2,NA,54276,zatoichis-pilgrimage-1966
679,Zatoichi's Vengeance,1966,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,83,"Action, Drama, Adventure",Japan,Japanese,1.1992,6.9,41,7.2,NA,21410,zatoichis-vengeance-1966
679,Zatoichi and the Chess Expert,1965,Kenji Misumi,Zatoichi: The Blind Swordsman,87,"Adventure, Action, Drama",Japan,Japanese,1.4985,6.6,41,7.3,NA,54275,zatoichi-and-the-chess-expert-1965
679,Zatoichi and the Doomed Man,1965,Kazuo Mori,Zatoichi: The Blind Swordsman,77,"Adventure, Action, Drama",Japan,Japanese,0.9712,6.8,46,6.9,NA,54274,zatoichi-and-the-doomed-man-1965
679,Zatoichi's Revenge,1965,Akira Inoue,Zatoichi: The Blind Swordsman,84,"Adventure, Action, Drama",Japan,Japanese,1.2401,6.6,49,7.3,NA,54273,zatoichis-revenge-1965
679,Adventures of Zatoichi,1964,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,86,"Adventure, Action, Drama",Japan,Japanese,0.998,6.7,50,7.1,NA,54272,adventures-of-zatoichi-1964
679,"Fight, Zatoichi, Fight",1964,Kenji Misumi,Zatoichi: The Blind Swordsman,87,"Adventure, Action, Drama",Japan,Japanese,1.491,6.8,58,7.4,NA,54266,fight-zatoichi-fight-1964
679,Zatoichi's Flashing Sword,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,82,"Action, Drama, Adventure",Japan,Japanese,0.9971,6.8,55,7.2,NA,54265,zatoichis-flashing-sword-1964
679,Zatoichi and the Chest of Gold,1964,Kazuo Ikehiro,Zatoichi: The Blind Swordsman,83,"Action, Drama, Adventure",Japan,Japanese,1.531,6.9,56,7.3,NA,40897,zatoichi-and-the-chest-of-gold-1964
679,Zatoichi on the Road,1963,Kimiyoshi Yasuda,Zatoichi: The Blind Swordsman,87,"Adventure, Action, Drama, History",Japan,Japanese,1.2419,6.9,60,7.1,NA,18624,zatoichi-on-the-road-1963
679,Zatoichi the Fugitive,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,86,"Adventure, Action, Drama",Japan,Japanese,1.3526,6.9,58,7.2,NA,18511,zatoichi-the-fugitive-1963
679,New Tale of Zatoichi,1963,Tokuzo Tanaka,Zatoichi: The Blind Swordsman,91,"Action, Drama, Adventure",Japan,Japanese,1.2839,6.9,74,7.3,NA,18510,new-tale-of-zatoichi-1963
679,The Tale of Zatoichi Continues,1962,Kazuo Mori,Zatoichi: The Blind Swordsman,72,"Adventure, Action, Drama",Japan,Japanese,1.3652,7.005,96,7.2,NA,16693,the-tale-of-zatoichi-continues-1962
679,The Tale of Zatoichi,1962,Kenji Misumi,Zatoichi: The Blind Swordsman,96,"Adventure, Action, Drama",Japan,Japanese,2.1171,7.3,148,7.6,NA,16692,the-tale-of-zatoichi-1962
678,La Notte,1961,Michelangelo Antonioni,Standalone,122,"Drama, Romance","Italy, France",Italian,1.2895,7.941,729,7.9,NA,41050,la-notte-1961
677,The Uninvited,1944,Lewis Allen,Standalone,99,"Mystery, Horror, Fantasy, Romance",United States of America,English,1.0897,6.905,226,7.2,NA,16373,the-uninvited-1944
676,I Married a Witch,1942,René Clair,Standalone,77,"Romance, Fantasy, Comedy",United States of America,English,1.4027,6.839,221,7.1,NA,25970,i-married-a-witch-1942
675,Journey to Italy,1954,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,85,"Drama, Romance","Italy, France",Italian,1.2236,7.273,319,7.3,100,2748,journey-to-italy-1954
674,Europa '51,1952,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,118,Drama,Italy,Italian,0.7639,7.363,153,7.4,NA,41464,europa-51-1952
673,Stromboli,1950,Roberto Rossellini,3 Films by Roberto Rossellini Starring Ingrid Bergman,107,Drama,"Italy, United States of America",Italian,0.7863,7.1,220,7.2,NA,4173,stromboli-1950
671,La Cage aux Folles,1978,Edouard Molinaro,Standalone,92,Comedy,"France, Italy",French,1.084,6.8,432,7.2,61,4484,la-cage-aux-folles-1978
670,To Be or Not to Be,1942,Ernst Lubitsch,Standalone,99,"Comedy, War, Romance",United States of America,English,1.3543,7.808,820,8.1,86,198,to-be-or-not-to-be-1942
669,Charulata,1964,Satyajit Ray,Standalone,117,"Drama, Romance",India,Bengali,0.7161,7.5,149,8.1,NA,35790,charulata-1964
668,The Big City,1963,Satyajit Ray,Standalone,136,Drama,India,Bengali,0.6934,7.8,99,8.3,NA,60567,the-big-city-1963
667,Seconds,1966,John Frankenheimer,Standalone,107,"Science Fiction, Thriller, Horror",United States of America,English,3.0893,7.3,425,7.6,71,20620,seconds-1966
666,The Devil's Backbone,2001,Guillermo del Toro,Standalone,108,"Fantasy, Drama, Horror, Thriller","Spain, Mexico",Spanish; Castilian,1.7803,7.285,1340,7.4,78,1433,the-devils-backbone-2001
665,Babette's Feast,1987,Gabriel Axel,Standalone,104,"Drama, History, Comedy",Denmark,Danish,1.9486,7.206,439,7.8,78,11832,babettes-feast-1987
664,The Life of Oharu,1952,Kenji Mizoguchi,Standalone,136,Drama,Japan,Japanese,1.7559,7.674,192,8.1,NA,43364,the-life-of-oharu-1952
663,Shoah,1985,Claude Lanzmann,Standalone,566,"Documentary, History",France,French,2.6049,8.199,219,8.7,99,42044,shoah-1985
662,Safety Last!,1923,"Fred Newmeyer, Sam Taylor",Standalone,73,"Comedy, Romance",United States of America,None Spoken,1.0173,7.731,567,8.1,NA,22596,safety-last-1923
661,Marketa Lazarová,1967,František Vlácil,Standalone,166,"Drama, History",Czechoslovakia,Czech,1.7424,7.75,154,7.9,NA,25904,marketa-lazarová-1967
660,Things to Come,1936,William Cameron Menzies,Standalone,100,"Drama, Science Fiction",United Kingdom,English,1.3605,6.519,213,6.6,NA,3596,things-to-come-1936
659,Life Is Sweet,1990,Mike Leigh,Standalone,103,"Comedy, Drama",United Kingdom,English,2.2915,7,171,7.4,88,36843,life-is-sweet-1990
658,Medium Cool,1969,Haskell Wexler,Standalone,111,Drama,United States of America,English,1.5556,6.62,83,7.2,87,42612,medium-cool-1969
657,3:10 to Yuma,1957,Delmer Daves,Standalone,92,"Western, Drama, Thriller",United States of America,English,5.0292,7.3,406,7.6,80,14168,310-to-yuma-1957
656,Jubal,1956,Delmer Daves,Standalone,100,"Western, Drama",United States of America,English,2.3165,6.9,87,7.1,NA,43260,jubal-1956
655,Land of Milk and Honey,1971,Pierre Étaix,Pierre Étaix,80,Documentary,France,French,0.4117,5.9,9,6,NA,148820,land-of-milk-and-honey-1971
655,Le Grand Amour,1969,Pierre Étaix,Pierre Étaix,87,"Comedy, Romance",France,French,0.8657,6.537,27,7.5,NA,138906,le-grand-amour-1969
655,As Long as You've Got Your Health,1966,Pierre Étaix,Pierre Étaix,68,Comedy,France,French,0.4143,6.1,24,7.1,NA,143796,as-long-as-youve-got-your-health-1966
655,Yoyo,1965,Pierre Étaix,Pierre Étaix,92,Comedy,France,French,1.2189,7.049,51,7.5,NA,90228,yoyo-1965
655,The Suitor,1962,Pierre Étaix,Pierre Étaix,84,"Comedy, Romance",France,French,0.9319,6.4,26,7.2,NA,67556,the-suitor-1962
654,Repo Man,1984,Alex Cox,Standalone,92,"Comedy, Science Fiction",United States of America,English,3.1323,6.666,660,6.8,82,13820,repo-man-1984
653,Gate of Hell,1953,Teinosuke Kinugasa,Standalone,86,"Drama, History, Romance",Japan,Japanese,1.3075,7.084,95,7.1,NA,43349,gate-of-hell-1953
652,Monsieur Verdoux,1947,Charlie Chaplin,Standalone,124,"Comedy, Crime, Drama",United States of America,English,1.5006,7.677,465,7.8,NA,30588,monsieur-verdoux-1947
651,Badlands,1973,Terrence Malick,Standalone,94,"Crime, Drama, Romance",United States of America,English,3.9381,7.475,1325,7.7,94,3133,badlands-1973
650,A Man Escaped,1956,Robert Bresson,Standalone,101,"Drama, Thriller",France,French,1.154,7.936,605,8.2,NA,15244,a-man-escaped-1956
649,Ministry of Fear,1944,"Fritz Lang, Edgar Morin",Standalone,86,"Crime, Mystery, Thriller",United States of America,English,0.9614,6.9,195,7.1,NA,21451,ministry-of-fear-1944
648,Chronicle of a Summer,1961,"Jean Rouch, Edgar Morin",Standalone,91,Documentary,France,French,0.6326,7.173,113,7.5,NA,84972,chronicle-of-a-summer-1961
647,On the Waterfront,1954,Elia Kazan,Standalone,108,"Crime, Drama, Romance",United States of America,English,3.895,7.9,1744,8.1,91,654,on-the-waterfront-1954
646,The Kid with a Bike,2011,"Jean-Pierre Dardenne, Luc Dardenne",Standalone,87,Drama,"Belgium, France, Italy",French,1.7656,7.1,453,7.4,87,63831,the-kid-with-a-bike-2011
645,The Ballad of Narayama,1958,Keisuke Kinoshita,Standalone,98,Drama,Japan,Japanese,1.2308,7.5,88,7.8,NA,116690,the-ballad-of-narayama-1958
644,Pina,2011,Wim Wenders,Standalone,106,Documentary,"Germany, France",German,0.8018,7.341,273,7.6,83,57276,pina-2011
643,The Man Who Knew Too Much,1934,Alfred Hitchcock,Standalone,76,"Thriller, Mystery",United Kingdom,English,1.5258,6.483,441,6.7,77,8208,the-man-who-knew-too-much-1934
642,Naqoyqatsi,2002,Godfrey Reggio,The Qatsi Trilogy,89,Documentary,United States of America,English,1.2533,6.1,153,6.4,59,21925,naqoyqatsi-2002
641,Powaqqatsi,1988,Godfrey Reggio,The Qatsi Trilogy,100,Documentary,United States of America,English,1.1806,7.3,178,7.2,NA,24348,powaqqatsi-1988
640,Koyaanisqatsi,1982,Godfrey Reggio,The Qatsi Trilogy,86,"Documentary, Music",United States of America,English,1.9118,7.879,761,8.2,72,11314,koyaanisqatsi-1982
638,Following,1998,Christopher Nolan,Standalone,69,"Drama, Thriller","United Kingdom, United States of America",English,3.3243,7.128,1813,7.4,60,11660,following-1998
637,Purple Noon,1960,René Clément,Standalone,118,"Crime, Drama, Thriller","France, Italy",French,1.9859,7.6,585,7.7,NA,10363,purple-noon-1960
636,Heaven's Gate,1980,Michael Cimino,Standalone,217,"Drama, Western",United States of America,English,2.6497,6.748,403,6.7,57,10935,heavens-gate-1980
635,Weekend,1967,Jean-Luc Godard,Standalone,19,NA,Belgium,French,0.5206,0,0,6.9,NA,651058,weekend-1967
634,Arabian Nights,1974,Pier Paolo Pasolini,Trilogy of Life,131,"Adventure, Fantasy","France, Italy",Italian,1.2444,6.46,225,6.6,NA,47406,arabian-nights-1974
633,The Canterbury Tales,1972,Pier Paolo Pasolini,Trilogy of Life,111,"Comedy, History, Drama","France, Italy",Italian,2.0672,6.1,233,6.3,NA,5691,the-canterbury-tales-1972
632,The Decameron,1971,Pier Paolo Pasolini,Trilogy of Life,111,"History, Drama, Comedy","France, Germany, Italy",Italian,2.2768,6.8,355,7,NA,33583,the-decameron-1971
630,Rosemary's Baby,1968,Roman Polanski,Standalone,138,"Drama, Horror, Thriller",United States of America,English,4.392,7.821,4304,8,96,805,rosemarys-baby-1968
629,Sunday Bloody Sunday,1971,John Schlesinger,Standalone,110,Drama,United Kingdom,English,1.6269,6.6,134,7,NA,45938,sunday-bloody-sunday-1971
628,The Forgiveness of Blood,2011,Joshua Marston,Standalone,109,Drama,"Albania, Denmark, Italy, United Kingdom, United States of America",English,0.7365,6.589,45,6.8,73,82624,the-forgiveness-of-blood-2011
627,The Game,1997,David Fincher,Standalone,129,"Drama, Thriller, Mystery",United States of America,English,8.3471,7.6,7222,7.7,63,2649,the-game-1997
626,The Devil's Envoys,1942,Marcel Carné,Standalone,121,"Romance, Fantasy, Drama",France,French,1.1177,6.8,73,7.2,NA,45000,the-devils-envoys-1942
625,Eating Raoul,1982,Paul Bartel,Standalone,87,"Comedy, Crime",United States of America,English,1.6328,6.453,148,6.8,69,28940,eating-raoul-1982
624,Quadrophenia,1979,Franc Roddam,Standalone,120,"Drama, Music",United Kingdom,English,1.6926,7,281,7.2,79,10373,quadrophenia-1979
623,Lonesome,1928,Paul Fejos,Standalone,70,"Romance, Drama",United States of America,None Spoken,2.0866,7.467,75,7.7,NA,101482,lonesome-1928
622,Weekend,2011,Andrew Haigh,Standalone,96,"Drama, Romance",United Kingdom,English,1.3598,7.252,561,7.6,81,79120,weekend-2011
621,Rosetta,1999,"Jean-Pierre Dardenne, Luc Dardenne",Standalone,95,Drama,"Belgium, France",French,1.3104,7.16,332,7.4,76,11489,rosetta-1999
620,La Promesse,1996,"Jean-Pierre Dardenne, Luc Dardenne",Standalone,94,Drama,"Belgium, Luxembourg, Tunisia",French,1.6956,7.202,179,7.7,NA,24183,la-promesse-1996
619,Le Havre,2011,Aki Kaurismäki,Standalone,94,"Drama, Comedy","Finland, France, Germany",French,1.6947,7,473,7.2,82,73532,le-havre-2011
618,Gray's Anatomy,1996,Steven Soderbergh,Standalone,80,"Comedy, Drama, Documentary","United Kingdom, United States of America",English,0.9447,6.425,40,6.8,60,32686,grays-anatomy-1996
617,And Everything Is Going Fine,2010,Steven Soderbergh,Standalone,89,"Documentary, Drama",United States of America,English,0.6276,6.4,24,7.1,76,50779,and-everything-is-going-fine-2010
616,Shallow Grave,1994,Danny Boyle,Standalone,93,"Crime, Thriller",United Kingdom,English,2.2161,7,1120,7.2,69,9905,shallow-grave-1994
615,The Gold Rush,1925,Charlie Chaplin,Standalone,95,"Adventure, Comedy, Drama",United States of America,None Spoken,1.8086,7.977,1796,8.1,90,962,the-gold-rush-1925
614,Summer with Monika,1953,Ingmar Bergman,Standalone,98,"Drama, Romance",Sweden,Swedish,0.7663,7.329,387,7.5,NA,47735,summer-with-monika-1953
613,Summer Interlude,1951,Ingmar Bergman,Standalone,96,"Drama, Romance",Sweden,Swedish,0.7559,7.4,170,7.5,NA,47473,summer-interlude-1951
612,Certified Copy,2010,Abbas Kiarostami,Standalone,106,"Drama, Romance","France, Italy, Belgium",French,1.7512,7.006,443,7.2,82,48303,certified-copy-2010
611,Being John Malkovich,1999,Spike Jonze,Standalone,113,"Comedy, Drama, Fantasy",United States of America,English,4.304,7.4,4722,7.7,90,492,being-john-malkovich-1999
610,The Organizer,1963,Mario Monicelli,Standalone,130,"Drama, Comedy","France, Italy, Yugoslavia",Italian,1.2899,7.5,126,8,NA,51092,the-organizer-1963
609,Alambrista!,1977,Robert M. Young,Standalone,96,Drama,United States of America,English,0.9186,5.7,20,7.3,NA,86975,alambrista-1977
608,Harold and Maude,1971,Hal Ashby,Standalone,92,"Comedy, Drama, Romance",United States of America,English,1.9356,7.606,1187,7.8,62,343,harold-and-maude-1971
607,Gloria!,1979,Hollis Frampton,A Hollis Frampton Odyssey,10,Documentary,United States of America,English,0.0906,4.9,19,5.1,NA,147168,gloria-1979
607,Winter Solstice,1974,Hollis Frampton,A Hollis Frampton Odyssey,33,Documentary,United States of America,English,0.2383,5.1,16,5.5,NA,166714,winter-solstice-1974
607,"Magellan: At the Gates of Death, Part I: The Red Gate I, 0",1976,Hollis Frampton,A Hollis Frampton Odyssey,5,NA,United States of America,English,0.1657,4.8,16,5.3,NA,166712,magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976
607,Ingenivm Nobis Ipsa Pvella Fecit: Part I,1974,Hollis Frampton,A Hollis Frampton Odyssey,5,NA,United States of America,English,0.1853,4.2,20,5,NA,166711,ingenivm-nobis-ipsa-pvella-fecit-part-i-1974
607,Pan 700,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.1548,4.9,15,5.2,NA,166710,pan-700-1974
607,Pan 699,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.0871,3.8,20,3.8,NA,166709,pan-699-1974
607,Pan 698,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.0726,4.1,16,4.4,NA,166708,pan-698-1974
607,Pan 697,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.1939,3.8,16,4.1,NA,166707,pan-697-1974
607,Pan 4,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.1233,4.8,17,4.7,NA,163227,pan-4-1974
607,Pan 3,1974,Hollis Frampton,A Hollis Frampton Odyssey,2,Documentary,United States of America,None Spoken,0.1825,5.1,22,4.8,NA,154518,pan-3-1974
607,Pan 2,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.0795,4.7,21,4.2,NA,154616,pan-2-1974
607,Pan 1,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.0841,4.5,24,4.1,NA,154614,pan-1-1974
607,Pan 0,1974,Hollis Frampton,A Hollis Frampton Odyssey,1,Documentary,United States of America,English,0.1172,4.6,25,4.2,NA,163225,pan-0-1974
607,The Birth of Magellan: Cadenza I,1977,Hollis Frampton,A Hollis Frampton Odyssey,6,NA,United States of America,English,0.1536,4,18,4.5,NA,154612,the-birth-of-magellan-cadenza-i-1977
607,Hapax Legomena III: Critical Mass,1971,Hollis Frampton,A Hollis Frampton Odyssey,26,Drama,United States of America,English,0.1991,5.9,14,5.6,NA,151002,hapax-legomena-iii-critical-mass-1971
607,Hapax Legomena II: Poetic Justice,1972,Hollis Frampton,A Hollis Frampton Odyssey,32,"Romance, Documentary",United States of America,English,0.0859,5.045,22,5.8,NA,145497,hapax-legomena-ii-poetic-justice-1972
607,Hapax Legomena I: Nostalgia,1971,Hollis Frampton,A Hollis Frampton Odyssey,36,Drama,United States of America,English,0.7371,6.4,31,6.7,NA,132161,hapax-legomena-i-nostalgia-1971
607,Zorns Lemma,1970,Hollis Frampton,A Hollis Frampton Odyssey,60,Documentary,United States of America,English,0.3368,6.3,31,6.5,NA,88276,zorns-lemma-1970
607,Lemon,1969,Hollis Frampton,A Hollis Frampton Odyssey,7,Documentary,United States of America,English,0.3849,4.852,27,5.3,NA,146827,lemon-1969
607,Carrots & Peas,1969,Hollis Frampton,A Hollis Frampton Odyssey,6,NA,United States of America,English,0.0903,4.4,21,4.2,NA,166704,carrots-peas-1969
607,Surface Tension,1968,Hollis Frampton,A Hollis Frampton Odyssey,10,NA,United States of America,English,0.201,5.5,23,5.9,NA,154656,surface-tension-1968
607,Maxwell's Demon,1968,Hollis Frampton,A Hollis Frampton Odyssey,4,NA,United States of America,English,0.0311,4.6,19,4.8,NA,154525,maxwells-demon-1968
607,Process Red,1966,Hollis Frampton,A Hollis Frampton Odyssey,4,NA,United States of America,English,0.1788,4.9,22,4.9,NA,163347,process-red-1966
607,Manual of Arms,1966,Hollis Frampton,A Hollis Frampton Odyssey,17,NA,United States of America,English,0.3693,5,18,5.3,NA,149047,manual-of-arms-1966
606,Blithe Spirit,1945,David Lean,David Lean Directs Noël Coward,96,"Comedy, Fantasy",United Kingdom,English,0.9216,7,162,7,NA,19072,blithe-spirit-1945
605,This Happy Breed,1944,David Lean,David Lean Directs Noël Coward,111,Drama,United Kingdom,English,1.2206,7.2,58,7.3,NA,51617,this-happy-breed-1944
604,In Which We Serve,1942,David Lean,David Lean Directs Noël Coward,115,"Drama, War",United Kingdom,English,1.2789,6.8,99,7.2,NA,28093,in-which-we-serve-1942
602,The War Room,1993,"D. A. Pennebaker, Chris Hegedus",Standalone,96,"Documentary, History",United States of America,English,0.8265,6.801,68,7.4,78,26408,the-war-room-1993
601,Letter Never Sent,1960,Mikhail Kalatozov,Standalone,97,"Drama, Adventure",Soviet Union,Russian,0.7471,7.096,120,7.8,NA,83539,letter-never-sent-1960
600,Anatomy of a Murder,1959,Otto Preminger,Standalone,161,"Crime, Drama, Mystery",United States of America,English,2.3433,7.834,1135,8,95,93,anatomy-of-a-murder-1959
599,Vanya on 42nd Street,1994,Louis Malle,Standalone,120,Drama,"United States of America, United Kingdom",English,1.0556,6.597,93,7.3,NA,32636,vanya-on-42nd-street-1994
598,World on a Wire,1973,Rainer Werner Fassbinder,Standalone,204,"Drama, Science Fiction, Mystery",Germany,German,3.7541,7.2,73,7.7,NA,86449,world-on-a-wire-1973
597,Tiny Furniture,2010,Lena Dunham,Standalone,99,"Romance, Comedy, Drama",United States of America,English,0.772,5.6,167,6.2,72,47607,tiny-furniture-2010
596,Three Outlaw Samurai,1964,Hideo Gosha,Standalone,93,"Action, Drama",Japan,Japanese,2.4003,7.422,109,7.6,NA,58878,three-outlaw-samurai-1964
595,The Moment of Truth,1965,Francesco Rosi,Standalone,100,Drama,"Italy, Spain",Italian,0.5617,7.1,27,7.2,NA,86785,the-moment-of-truth-1965
594,Godzilla,1954,Ishirō Honda,Godzilla: The Showa-Era Films,96,"Thriller, Horror, Science Fiction",Japan,Japanese,3.7864,7.6,1083,7.6,79,1678,godzilla-1954
593,Belle de Jour,1967,Luis Buñuel,Standalone,100,"Drama, Romance","France, Italy",French,2.8248,7.306,1005,7.6,NA,649,belle-de-jour-1967
592,Design for Living,1933,Ernst Lubitsch,Standalone,91,"Comedy, Romance",United States of America,English,0.9343,7.139,205,7.4,NA,77210,design-for-living-1933
591,12 Angry Men,1957,Sidney Lumet,Standalone,97,Drama,United States of America,English,16.2894,8.6,9833,9,97,389,12-angry-men-1957
590,Three Colours: Red,1994,Krzysztof Kieślowski,The Three Colors Trilogy,100,"Drama, Mystery, Romance","France, Poland, Switzerland",French,2.8906,7.9,1530,8.1,NA,110,three-colours-red-1994
589,Three Colours: White,1994,Krzysztof Kieślowski,The Three Colors Trilogy,92,"Comedy, Drama, Mystery","France, Poland, Switzerland",French,3.6516,7.4,1309,7.6,NA,109,three-colours-white-1994
588,Three Colours: Blue,1993,Krzysztof Kieślowski,The Three Colors Trilogy,98,Drama,"France, Poland, Switzerland",French,3.3863,7.635,1867,7.8,NA,108,three-colours-blue-1993
586,Island of Lost Souls,1932,Erle C. Kenton,Standalone,71,"Horror, Science Fiction",United States of America,English,1.1367,6.918,261,7.4,NA,3031,island-of-lost-souls-1932
585,Identification of a Woman,1982,Michelangelo Antonioni,Standalone,128,"Drama, Romance","France, Italy",Italian,0.8159,5.872,78,6.7,NA,53234,identification-of-a-woman-1982
584,Kuroneko,1968,Kaneto Shindō,Standalone,100,"Drama, Fantasy, Horror",Japan,Japanese,1.5505,7.383,226,7.7,NA,40149,kuroneko-1968
583,The Four Feathers,1939,Zoltan Korda,Standalone,129,"Adventure, Drama, War, History",United Kingdom,English,0.8761,7.1,103,7.4,NA,10568,the-four-feathers-1939
582,Carlos,2010,Olivier Assayas,Standalone,339,"Crime, Drama, Thriller, History","Germany, France",English,1.6539,6.966,233,7.6,NA,43434,carlos-2010
581,The Cousins,1959,Claude Chabrol,Standalone,112,Drama,France,French,1.0405,6.825,97,7.2,NA,2363,the-cousins-1959
580,Le Beau Serge,1958,Claude Chabrol,Standalone,98,Drama,France,French,0.7266,6.926,95,7.1,NA,5562,le-beau-serge-1958
579,The Phantom Carriage,1921,Victor Sjostrom,Standalone,108,"Drama, Fantasy, Horror",Sweden,None Spoken,1.2079,7.789,351,8,NA,58129,the-phantom-carriage-1921
578,L'Atalante,1934,Jean Vigo,The Complete Jean Vigo,88,"Comedy, Drama, Romance",France,French,1.2857,7.486,461,7.7,NA,43904,latalante-1934
578,Zero for Conduct,1933,Jean Vigo,The Complete Jean Vigo,48,"Comedy, Drama",France,French,0.7159,6.902,260,7.2,NA,44494,zero-for-conduct-1933
578,Taris,1931,Jean Vigo,The Complete Jean Vigo,9,Documentary,France,French,0.3076,6.2,79,6.7,NA,49836,taris-1931
578,À propos de Nice,1930,Jean Vigo,The Complete Jean Vigo,24,Documentary,France,None Spoken,0.4879,6.83,144,7.4,NA,47831,à-propos-de-nice-1930
577,Cul-de-sac,1966,Roman Polanski,Standalone,112,"Thriller, Comedy, Crime, Drama",United Kingdom,English,3.2536,6.725,302,7,75,4772,culdesac-1966
576,Secret Sunshine,2007,Lee Chang-dong,Standalone,143,Drama,South Korea,Korean,2.4069,7.2,226,7.5,84,2015,secret-sunshine-2007
575,The Killing,1956,Stanley Kubrick,Standalone,85,"Crime, Thriller",United States of America,English,2.1367,7.647,1685,7.9,91,247,the-killing-1956
574,Life During Wartime,2009,Todd Solondz,Standalone,97,"Comedy, Drama",United States of America,English,1.311,5.901,146,6.4,69,39800,life-during-wartime-2009
573,The Music Room,1958,Satyajit Ray,Standalone,100,"Drama, Music",India,Bengali,1.5397,7.5,159,7.9,NA,822,the-music-room-1958
572,"Léon Morin, Priest",1961,Jean-Pierre Melville,Standalone,118,"Drama, Romance","France, Italy",French,1.1133,7.066,160,7.5,NA,63892,léon-morin-priest-1961
571,Black Moon,1975,Louis Malle,Standalone,101,"Fantasy, Horror, Science Fiction","Germany, France",English,1.1579,5.95,159,6.1,NA,27361,black-moon-1975
570,Zazie dans le Métro,1960,Louis Malle,Standalone,93,"Comedy, Fantasy",France,French,1.2063,6.6,182,6.9,NA,2546,zazie-dans-le-métro-1960
569,People on Sunday,1930,"Robert Siodmak, Edgar G. Ulmer",Standalone,74,Drama,Germany,None Spoken,0.7732,7.205,112,7.3,NA,347,people-on-sunday-1930
568,Kiss Me Deadly,1955,Robert Aldrich,Standalone,106,"Mystery, Thriller, Crime",United States of America,English,1.4944,7.213,403,7.5,NA,18030,kiss-me-deadly-1955
567,The Makioka Sisters,1983,Kon Ichikawa,Standalone,140,"Drama, Romance",Japan,Japanese,1.6773,7.4,48,7.2,NA,42116,the-makioka-sisters-1983
566,Insignificance,1985,Nicolas Roeg,Standalone,110,"Drama, Comedy",United Kingdom,English,1.1833,6.3,67,6.4,NA,42035,insignificance-1985
565,The Great Dictator,1940,Charlie Chaplin,Standalone,125,"Comedy, War",United States of America,English,4.365,8.281,3653,8.4,NA,914,the-great-dictator-1940
564,Pale Flower,1964,Masahiro Shinoda,Standalone,96,"Crime, Romance",Japan,Japanese,1.422,7.336,113,7.7,NA,61475,pale-flower-1964
563,Something Wild,1986,Jonathan Demme,Standalone,114,"Crime, Comedy, Romance",United States of America,English,1.9647,6.597,385,6.9,73,11300,something-wild-1986
562,Blow Out,1981,Brian De Palma,Standalone,108,"Crime, Mystery, Thriller, Drama",United States of America,English,3.4164,7.365,1641,7.4,86,11644,blow-out-1981
561,Kes,1969,Ken Loach,Standalone,111,Drama,United Kingdom,English,1.9241,7.433,434,7.9,NA,13384,kes-1969
560,White Material,2009,Claire Denis,Standalone,106,Drama,France,French,2.0721,6.7,175,6.9,81,46207,white-material-2009
559,The Mikado,1939,Victor Schertzinger,Standalone,91,"Romance, Comedy, Music",United Kingdom,English,0.4983,6.6,30,6.4,NA,68201,the-mikado-1939
558,Topsy-Turvy,1999,Mike Leigh,Standalone,160,"Drama, Music, Comedy, History","United Kingdom, United States of America",English,2.0555,6.6,164,7.3,90,46435,topsyturvy-1999
557,The Times of Harvey Milk,1984,Robert Epstein,Standalone,90,Documentary,United States of America,English,1.0358,7.239,117,8.2,NA,33138,the-times-of-harvey-milk-1984
556,Senso,1954,Luchino Visconti,Standalone,123,"Romance, Drama, War",Italy,Italian,0.9974,7.212,248,7.4,NA,43195,senso-1954
555,Sweet Smell of Success,1957,Alexander Mackendrick,Standalone,97,Drama,United States of America,English,1.7695,7.595,570,8,100,976,sweet-smell-of-success-1957
554,Still Walking,2008,Hirokazu Koreeda,Standalone,114,"Drama, Family",Japan,Japanese,1.9781,7.773,433,7.9,89,25050,still-walking-2008
553,Fish Tank,2009,Andrea Arnold,Standalone,123,Drama,"Netherlands, United Kingdom",English,2.8911,6.9,925,7.3,81,24469,fish-tank-2009
552,Broadcast News,1987,James L. Brooks,Standalone,133,"Comedy, Romance",United States of America,English,1.6541,6.8,457,7.3,84,12626,broadcast-news-1987
