spine,title,year,boxset,runtime_min,language,tmdb_popularity,tmdb_vote_avg,tmdb_vote_count,imdb_rating,metascore,tmdb_id,movie_id
652,Monsieur Verdoux,1947,Standalone,124,English,1.5006,7.677,465,7.8,NA,30588,monsieur-verdoux-1947
651,Badlands,1973,Standalone,94,English,3.9381,7.475,1325,7.7,94,3133,badlands-1973
650,A Man Escaped,1956,Standalone,101,French,1.154,7.936,605,8.2,NA,15244,a-man-escaped-1956
649,Ministry of Fear,1944,Standalone,86,English,0.9614,6.9,195,7.1,NA,21451,ministry-of-fear-1944
648,Chronicle of a Summer,1961,Standalone,91,French,0.6326,7.173,113,7.5,NA,84972,chronicle-of-a-summer-1961
647,On the Waterfront,1954,Standalone,108,English,3.895,7.9,1744,8.1,91,654,on-the-waterfront-1954
646,The Kid with a Bike,2011,Standalone,87,French,1.7656,7.1,453,7.4,87,63831,the-kid-with-a-bike-2011
645,The Ballad of Narayama,1958,Standalone,98,Japanese,1.2308,7.5,88,7.8,NA,116690,the-ballad-of-narayama-1958
644,Pina,2011,Standalone,106,German,0.8018,7.341,273,7.6,83,57276,pina-2011
643,The Man Who Knew Too Much,1934,Standalone,76,English,1.5258,6.483,441,6.7,77,8208,the-man-who-knew-too-much-1934
642,Naqoyqatsi,2002,The Qatsi Trilogy,89,English,1.2533,6.1,153,6.4,59,21925,naqoyqatsi-2002
641,Powaqqatsi,1988,The Qatsi Trilogy,100,English,1.1806,7.3,178,7.2,NA,24348,powaqqatsi-1988
640,Koyaanisqatsi,1982,The Qatsi Trilogy,86,English,1.9118,7.879,761,8.2,72,11314,koyaanisqatsi-1982
638,Following,1998,Standalone,69,English,3.3243,7.128,1813,7.4,60,11660,following-1998
637,Purple Noon,1960,Standalone,118,French,1.9859,7.6,585,7.7,NA,10363,purple-noon-1960
636,Heaven's Gate,1980,Standalone,217,English,2.6497,6.748,403,6.7,57,10935,heavens-gate-1980
635,Weekend,1967,Standalone,19,French,0.5206,0,0,6.9,NA,651058,weekend-1967
634,Arabian Nights,1974,Trilogy of Life,131,Italian,1.2444,6.46,225,6.6,NA,47406,arabian-nights-1974
633,The Canterbury Tales,1972,Trilogy of Life,111,Italian,2.0672,6.1,233,6.3,NA,5691,the-canterbury-tales-1972
632,The Decameron,1971,Trilogy of Life,111,Italian,2.2768,6.8,355,7,NA,33583,the-decameron-1971
630,Rosemary's Baby,1968,Standalone,138,English,4.392,7.821,4304,8,96,805,rosemarys-baby-1968
629,Sunday Bloody Sunday,1971,Standalone,110,English,1.6269,6.6,134,7,NA,45938,sunday-bloody-sunday-1971
628,The Forgiveness of Blood,2011,Standalone,109,English,0.7365,6.589,45,6.8,73,82624,the-forgiveness-of-blood-2011
627,The Game,1997,Standalone,129,English,8.3471,7.6,7222,7.7,63,2649,the-game-1997
626,The Devil's Envoys,1942,Standalone,121,French,1.1177,6.8,73,7.2,NA,45000,the-devils-envoys-1942
625,Eating Raoul,1982,Standalone,87,English,1.6328,6.453,148,6.8,69,28940,eating-raoul-1982
624,Quadrophenia,1979,Standalone,120,English,1.6926,7,281,7.2,79,10373,quadrophenia-1979
623,Lonesome,1928,Standalone,70,None Spoken,2.0866,7.467,75,7.7,NA,101482,lonesome-1928
622,Weekend,2011,Standalone,96,English,1.3598,7.252,561,7.6,81,79120,weekend-2011
621,Rosetta,1999,Standalone,95,French,1.3104,7.16,332,7.4,76,11489,rosetta-1999
620,La Promesse,1996,Standalone,94,French,1.6956,7.202,179,7.7,NA,24183,la-promesse-1996
619,Le Havre,2011,Standalone,94,French,1.6947,7,473,7.2,82,73532,le-havre-2011
618,Gray's Anatomy,1996,Standalone,80,English,0.9447,6.425,40,6.8,60,32686,grays-anatomy-1996
617,And Everything Is Going Fine,2010,Standalone,89,English,0.6276,6.4,24,7.1,76,50779,and-everything-is-going-fine-2010
616,Shallow Grave,1994,Standalone,93,English,2.2161,7,1120,7.2,69,9905,shallow-grave-1994
615,The Gold Rush,1925,Standalone,95,None Spoken,1.8086,7.977,1796,8.1,90,962,the-gold-rush-1925
614,Summer with Monika,1953,Standalone,98,Swedish,0.7663,7.329,387,7.5,NA,47735,summer-with-monika-1953
613,Summer Interlude,1951,Standalone,96,Swedish,0.7559,7.4,170,7.5,NA,47473,summer-interlude-1951
612,Certified Copy,2010,Standalone,106,French,1.7512,7.006,443,7.2,82,48303,certified-copy-2010
611,Being John Malkovich,1999,Standalone,113,English,4.304,7.4,4722,7.7,90,492,being-john-malkovich-1999
610,The Organizer,1963,Standalone,130,Italian,1.2899,7.5,126,8,NA,51092,the-organizer-1963
609,Alambrista!,1977,Standalone,96,English,0.9186,5.7,20,7.3,NA,86975,alambrista-1977
608,Harold and Maude,1971,Standalone,92,English,1.9356,7.606,1187,7.8,62,343,harold-and-maude-1971
607,Gloria!,1979,A Hollis Frampton Odyssey,10,English,0.0906,4.9,19,5.1,NA,147168,gloria-1979
607,Winter Solstice,1974,A Hollis Frampton Odyssey,33,English,0.2383,5.1,16,5.5,NA,166714,winter-solstice-1974
607,"Magellan: At the Gates of Death, Part I: The Red Gate I, 0",1976,A Hollis Frampton Odyssey,5,English,0.1657,4.8,16,5.3,NA,166712,magellan-at-the-gates-of-death-part-i-the-red-gate-i-0-1976
607,Ingenivm Nobis Ipsa Pvella Fecit: Part I,1974,A Hollis Frampton Odyssey,5,English,0.1853,4.2,20,5,NA,166711,ingenivm-nobis-ipsa-pvella-fecit-part-i-1974
607,Pan 700,1974,A Hollis Frampton Odyssey,1,English,0.1548,4.9,15,5.2,NA,166710,pan-700-1974
607,Pan 699,1974,A Hollis Frampton Odyssey,1,English,0.0871,3.8,20,3.8,NA,166709,pan-699-1974
607,Pan 698,1974,A Hollis Frampton Odyssey,1,English,0.0726,4.1,16,4.4,NA,166708,pan-698-1974
607,Pan 697,1974,A Hollis Frampton Odyssey,1,English,0.1939,3.8,16,4.1,NA,166707,pan-697-1974
607,Pan 4,1974,A Hollis Frampton Odyssey,1,English,0.1233,4.8,17,4.7,NA,163227,pan-4-1974
607,Pan 3,1974,A Hollis Frampton Odyssey,2,None Spoken,0.1825,5.1,22,4.8,NA,154518,pan-3-1974
607,Pan 2,1974,A Hollis Frampton Odyssey,1,English,0.0795,4.7,21,4.2,NA,154616,pan-2-1974
607,Pan 1,1974,A Hollis Frampton Odyssey,1,English,0.0841,4.5,24,4.1,NA,154614,pan-1-1974
607,Pan 0,1974,A Hollis Frampton Odyssey,1,English,0.1172,4.6,25,4.2,NA,163225,pan-0-1974
607,The Birth of Magellan: Cadenza I,1977,A Hollis Frampton Odyssey,6,English,0.1536,4,18,4.5,NA,154612,the-birth-of-magellan-cadenza-i-1977
607,Hapax Legomena III: Critical Mass,1971,A Hollis Frampton Odyssey,26,English,0.1991,5.9,14,5.6,NA,151002,hapax-legomena-iii-critical-mass-1971
607,Hapax Legomena II: Poetic Justice,1972,A Hollis Frampton Odyssey,32,English,0.0859,5.045,22,5.8,NA,145497,hapax-legomena-ii-poetic-justice-1972
607,Hapax Legomena I: Nostalgia,1971,A Hollis Frampton Odyssey,36,English,0.7371,6.4,31,6.7,NA,132161,hapax-legomena-i-nostalgia-1971
607,Zorns Lemma,1970,A Hollis Frampton Odyssey,60,English,0.3368,6.3,31,6.5,NA,88276,zorns-lemma-1970
607,Lemon,1969,A Hollis Frampton Odyssey,7,English,0.3849,4.852,27,5.3,NA,146827,lemon-1969
607,Carrots & Peas,1969,A Hollis Frampton Odyssey,6,English,0.0903,4.4,21,4.2,NA,166704,carrots-peas-1969
607,Surface Tension,1968,A Hollis Frampton Odyssey,10,English,0.201,5.5,23,5.9,NA,154656,surface-tension-1968
607,Maxwell's Demon,1968,A Hollis Frampton Odyssey,4,English,0.0311,4.6,19,4.8,NA,154525,maxwells-demon-1968
607,Process Red,1966,A Hollis Frampton Odyssey,4,English,0.1788,4.9,22,4.9,NA,163347,process-red-1966
607,Manual of Arms,1966,A Hollis Frampton Odyssey,17,English,0.3693,5,18,5.3,NA,149047,manual-of-arms-1966
606,Blithe Spirit,1945,David Lean Directs Noël Coward,96,English,0.9216,7,162,7,NA,19072,blithe-spirit-1945
605,This Happy Breed,1944,David Lean Directs Noël Coward,111,English,1.2206,7.2,58,7.3,NA,51617,this-happy-breed-1944
604,In Which We Serve,1942,David Lean Directs Noël Coward,115,English,1.2789,6.8,99,7.2,NA,28093,in-which-we-serve-1942
602,The War Room,1993,Standalone,96,English,0.8265,6.801,68,7.4,78,26408,the-war-room-1993
601,Letter Never Sent,1960,Standalone,97,Russian,0.7471,7.096,120,7.8,NA,83539,letter-never-sent-1960
600,Anatomy of a Murder,1959,Standalone,161,English,2.3433,7.834,1135,8,95,93,anatomy-of-a-murder-1959
599,Vanya on 42nd Street,1994,Standalone,120,English,1.0556,6.597,93,7.3,NA,32636,vanya-on-42nd-street-1994
598,World on a Wire,1973,Standalone,204,German,3.7541,7.2,73,7.7,NA,86449,world-on-a-wire-1973
597,Tiny Furniture,2010,Standalone,99,English,0.772,5.6,167,6.2,72,47607,tiny-furniture-2010
596,Three Outlaw Samurai,1964,Standalone,93,Japanese,2.4003,7.422,109,7.6,NA,58878,three-outlaw-samurai-1964
595,The Moment of Truth,1965,Standalone,100,Italian,0.5617,7.1,27,7.2,NA,86785,the-moment-of-truth-1965
594,Godzilla,1954,Godzilla: The Showa-Era Films,96,Japanese,3.7864,7.6,1083,7.6,79,1678,godzilla-1954
593,Belle de Jour,1967,Standalone,100,French,2.8248,7.306,1005,7.6,NA,649,belle-de-jour-1967
592,Design for Living,1933,Standalone,91,English,0.9343,7.139,205,7.4,NA,77210,design-for-living-1933
591,12 Angry Men,1957,Standalone,97,English,16.2894,8.6,9833,9,97,389,12-angry-men-1957
590,Three Colours: Red,1994,The Three Colors Trilogy,100,French,2.8906,7.9,1530,8.1,NA,110,three-colours-red-1994
589,Three Colours: White,1994,The Three Colors Trilogy,92,French,3.6516,7.4,1309,7.6,NA,109,three-colours-white-1994
588,Three Colours: Blue,1993,The Three Colors Trilogy,98,French,3.3863,7.635,1867,7.8,NA,108,three-colours-blue-1993
586,Island of Lost Souls,1932,Standalone,71,English,1.1367,6.918,261,7.4,NA,3031,island-of-lost-souls-1932
585,Identification of a Woman,1982,Standalone,128,Italian,0.8159,5.872,78,6.7,NA,53234,identification-of-a-woman-1982
584,Kuroneko,1968,Standalone,100,Japanese,1.5505,7.383,226,7.7,NA,40149,kuroneko-1968
583,The Four Feathers,1939,Standalone,129,English,0.8761,7.1,103,7.4,NA,10568,the-four-feathers-1939
582,Carlos,2010,Standalone,339,English,1.6539,6.966,233,7.6,NA,43434,carlos-2010
581,The Cousins,1959,Standalone,112,French,1.0405,6.825,97,7.2,NA,2363,the-cousins-1959
580,Le Beau Serge,1958,Standalone,98,French,0.7266,6.926,95,7.1,NA,5562,le-beau-serge-1958
579,The Phantom Carriage,1921,Standalone,108,None Spoken,1.2079,7.789,351,8,NA,58129,the-phantom-carriage-1921
578,L'Atalante,1934,The Complete Jean Vigo,88,French,1.2857,7.486,461,7.7,NA,43904,latalante-1934
578,Zero for Conduct,1933,The Complete Jean Vigo,48,French,0.7159,6.902,260,7.2,NA,44494,zero-for-conduct-1933
578,Taris,1931,The Complete Jean Vigo,9,French,0.3076,6.2,79,6.7,NA,49836,taris-1931
578,À propos de Nice,1930,The Complete Jean Vigo,24,None Spoken,0.4879,6.83,144,7.4,NA,47831,à-propos-de-nice-1930
577,Cul-de-sac,1966,Standalone,112,English,3.2536,6.725,302,7,75,4772,culdesac-1966
576,Secret Sunshine,2007,Standalone,143,Korean,2.4069,7.2,226,7.5,84,2015,secret-sunshine-2007
575,The Killing,1956,Standalone,85,English,2.1367,7.647,1685,7.9,91,247,the-killing-1956
574,Life During Wartime,2009,Standalone,97,English,1.311,5.901,146,6.4,69,39800,life-during-wartime-2009
573,The Music Room,1958,Standalone,100,Bengali,1.5397,7.5,159,7.9,NA,822,the-music-room-1958
572,"Léon Morin, Priest",1961,Standalone,118,French,1.1133,7.066,160,7.5,NA,63892,léon-morin-priest-1961
571,Black Moon,1975,Standalone,101,English,1.1579,5.95,159,6.1,NA,27361,black-moon-1975
570,Zazie dans le Métro,1960,Standalone,93,French,1.2063,6.6,182,6.9,NA,2546,zazie-dans-le-métro-1960
569,People on Sunday,1930,Standalone,74,None Spoken,0.7732,7.205,112,7.3,NA,347,people-on-sunday-1930
568,Kiss Me Deadly,1955,Standalone,106,English,1.4944,7.213,403,7.5,NA,18030,kiss-me-deadly-1955
567,The Makioka Sisters,1983,Standalone,140,Japanese,1.6773,7.4,48,7.2,NA,42116,the-makioka-sisters-1983
566,Insignificance,1985,Standalone,110,English,1.1833,6.3,67,6.4,NA,42035,insignificance-1985
565,The Great Dictator,1940,Standalone,125,English,4.365,8.281,3653,8.4,NA,914,the-great-dictator-1940
564,Pale Flower,1964,Standalone,96,Japanese,1.422,7.336,113,7.7,NA,61475,pale-flower-1964
563,Something Wild,1986,Standalone,114,English,1.9647,6.597,385,6.9,73,11300,something-wild-1986
562,Blow Out,1981,Standalone,108,English,3.4164,7.365,1641,7.4,86,11644,blow-out-1981
561,Kes,1969,Standalone,111,English,1.9241,7.433,434,7.9,NA,13384,kes-1969
560,White Material,2009,Standalone,106,French,2.0721,6.7,175,6.9,81,46207,white-material-2009
559,The Mikado,1939,Standalone,91,English,0.4983,6.6,30,6.4,NA,68201,the-mikado-1939
558,Topsy-Turvy,1999,Standalone,160,English,2.0555,6.6,164,7.3,90,46435,topsyturvy-1999
557,The Times of Harvey Milk,1984,Standalone,90,English,1.0358,7.239,117,8.2,NA,33138,the-times-of-harvey-milk-1984
556,Senso,1954,Standalone,123,Italian,0.9974,7.212,248,7.4,NA,43195,senso-1954
555,Sweet Smell of Success,1957,Standalone,97,English,1.7695,7.595,570,8,100,976,sweet-smell-of-success-1957
554,Still Walking,2008,Standalone,114,Japanese,1.9781,7.773,433,7.9,89,25050,still-walking-2008
553,Fish Tank,2009,Standalone,123,English,2.8911,6.9,925,7.3,81,24469,fish-tank-2009
552,Broadcast News,1987,Standalone,133,English,1.6541,6.8,457,7.3,84,12626,broadcast-news-1987
551,Cronos,1992,Standalone,94,Spanish; Castilian,2.6901,6.7,745,6.7,70,11655,cronos-1992
550,The King of Marvin Gardens,1972,America Lost and Found: The BBS Story,103,English,0.8771,5.9,94,6.5,NA,50627,the-king-of-marvin-gardens-1972
549,The Last Picture Show,1971,America Lost and Found: The BBS Story,119,English,2.3656,7.619,758,8,93,25188,the-last-picture-show-1971
548,A Safe Place,1971,America Lost and Found: The BBS Story,94,English,0.5908,5.2,23,4.9,NA,53898,a-safe-place-1971
547,"Drive, He Said",1971,America Lost and Found: The BBS Story,95,English,1.1797,5.7,24,5.7,NA,57215,drive-he-said-1971
546,Five Easy Pieces,1970,America Lost and Found: The BBS Story,98,English,1.5162,7.079,581,7.4,85,26617,five-easy-pieces-1970
545,Easy Rider,1969,America Lost and Found: The BBS Story,95,English,3.3851,7,2128,7.2,85,624,easy-rider-1969
544,Head,1968,America Lost and Found: The BBS Story,86,English,3.0154,6.2,102,6.4,NA,18193,head-1968
543,Modern Times,1936,Standalone,87,None Spoken,4.1591,8.279,4029,8.5,96,3082,modern-times-1936
542,Antichrist,2009,Standalone,104,English,4.9493,6.624,2796,6.5,49,17609,antichrist-2009
541,The Night of the Hunter,1955,Standalone,93,English,2.1829,7.9,1796,8,97,3112,the-night-of-the-hunter-1955
540,The Darjeeling Limited,2007,The Wes Anderson Archive,92,English,3.1668,7.15,3898,7.2,67,4538,the-darjeeling-limited-2007
539,House,1977,Standalone,88,Japanese,3.4443,7.324,769,7.2,75,25623,house-1977
538,Paths of Glory,1957,Standalone,88,English,3.9617,8.254,3226,8.4,90,975,paths-of-glory-1957
537,The Magician,1958,Standalone,102,Swedish,2.4257,7.4,241,7.5,86,29453,the-magician-1958
536,The Thin Red Line,1998,Standalone,171,English,5.3005,7.444,3244,7.6,78,8741,the-thin-red-line-1998
535,"Merry Christmas, Mr. Lawrence",1983,Standalone,124,Japanese,3.0875,7.3,512,7.2,53,11948,merry-christmas-mr-lawrence-1983
534,Naked Childhood,1968,Standalone,83,French,0.9765,7.19,84,7.4,NA,31345,naked-childhood-1968
