movie_id,genre
godzilla-raids-again-1955,Horror
godzilla-raids-again-1955,Action
matewan-1987,Drama
matewan-1987,History
when-we-were-kings-1996,Documentary
when-we-were-kings-1996,TV Movie
when-we-were-kings-1996,History
when-we-were-kings-1996,Music
cluny-brown-1946,Romance
cluny-brown-1946,Comedy
the-circus-1928,Comedy
the-circus-1928,Romance
the-circus-1928,Drama
polyester-1981,Comedy
polyester-1981,Drama
local-hero-1983,Comedy
local-hero-1983,Drama
the-cloudcapped-star-1960,Drama
through-the-olive-trees-1994,Drama
through-the-olive-trees-1994,Romance
life-and-nothing-more-1992,Drama
life-and-nothing-more-1992,Adventure
where-is-the-friends-house-1987,Drama
where-is-the-friends-house-1987,Adventure
the-flavor-of-green-tea-over-rice-1952,Drama
